,id,er,player_id,earned_runs
0,TOR201903280,er,zimmj003,0
1,TOR201903280,er,jimej003,0
2,TOR201903280,er,alcav001,0
3,TOR201903280,er,grees005,0
4,TOR201903280,er,strom001,0
5,TOR201903280,er,biagj001,0
6,TOR201903280,er,gilek001,0
7,TOR201903280,er,hudsd001,2
8,TOR201903290,er,boydm001,3
9,TOR201903290,er,farmb001,0
10,TOR201903290,er,hardb001,2
11,TOR201903290,er,garrr001,0
12,TOR201903290,er,shoem001,0
13,TOR201903290,er,guerj002,0
14,TOR201903300,er,turns003,3
15,TOR201903300,er,norrd002,0
16,TOR201903300,er,alcav001,0
17,TOR201903300,er,sanca006,0
18,TOR201903300,er,mayzt001,0
19,TOR201903300,er,hudsd001,0
20,TOR201903300,er,biagj001,0
21,TOR201903300,er,gilek001,0
22,TOR201903310,er,moorm003,0
23,TOR201903310,er,jimej003,3
24,TOR201903310,er,farmb001,0
25,TOR201903310,er,stumd001,0
26,TOR201903310,er,grees005,0
27,TOR201903310,er,thort002,0
28,TOR201903310,er,gavis001,0
29,TOR201903310,er,mayzt001,2
30,TOR201903310,er,guerj002,1
31,TOR201903310,er,lucie001,0
32,TOR201903310,er,gilek001,0
33,TOR201903310,er,biagj001,0
34,TOR201903310,er,pannt001,1
35,TOR201904010,er,hessd001,0
36,TOR201904010,er,araup001,2
37,TOR201904010,er,wrigm001,2
38,TOR201904010,er,bleir001,1
39,TOR201904010,er,reids001,3
40,TOR201904010,er,pannt001,0
41,TOR201904010,er,gavis001,1
42,TOR201904020,er,casha001,0
43,TOR201904020,er,fry-p001,0
44,TOR201904020,er,castm002,1
45,TOR201904020,er,strom001,2
46,TOR201904020,er,mayzt001,0
47,TOR201904020,er,hudsd001,0
48,TOR201904020,er,guerj002,0
49,TOR201904030,er,karnn001,0
50,TOR201904030,er,yacaj001,1
51,TOR201904030,er,bleir001,0
52,TOR201904030,er,wothm001,3
53,TOR201904030,er,shoem001,0
54,TOR201904030,er,biagj001,0
55,TOR201904030,er,hudsd001,3
56,TOR201904030,er,gilek001,0
57,TOR201904120,er,stanr002,0
58,TOR201904120,er,yarbr001,0
59,TOR201904120,er,chiry001,6
60,TOR201904120,er,kolaa001,0
61,TOR201904120,er,castd002,0
62,TOR201904120,er,alvaj004,0
63,TOR201904120,er,thort002,5
64,TOR201904120,er,gavis001,1
65,TOR201904120,er,lucie001,2
66,TOR201904120,er,hudsd001,0
67,TOR201904120,er,guerj002,3
68,TOR201904130,er,snelb001,0
69,TOR201904130,er,roe-c001,2
70,TOR201904130,er,beekj001,1
71,TOR201904130,er,buchc001,1
72,TOR201904130,er,pannt001,0
73,TOR201904130,er,biagj001,0
74,TOR201904130,er,mayzt001,0
75,TOR201904130,er,gilek001,0
76,TOR201904140,er,mortc002,1
77,TOR201904140,er,kolaa001,0
78,TOR201904140,er,roe-c001,0
79,TOR201904140,er,stanr002,1
80,TOR201904140,er,castd002,0
81,TOR201904140,er,woodh001,0
82,TOR201904140,er,fontw001,2
83,TOR201904140,er,strom001,0
84,TOR201904140,er,pannt001,0
85,TOR201904140,er,guerj002,2
86,TOR201904140,er,mayzt001,3
87,TOR201904140,er,lucie001,0
88,TOR201904230,er,samaj001,2
89,TOR201904230,er,melam001,0
90,TOR201904230,er,dysos001,3
91,TOR201904230,er,watst001,1
92,TOR201904230,er,smitw002,0
93,TOR201904230,er,thort002,4
94,TOR201904230,er,pannt001,2
95,TOR201904230,er,hudsd001,1
96,TOR201904230,er,mayzt001,0
97,TOR201904240,er,pomed001,0
98,TOR201904240,er,moror001,0
99,TOR201904240,er,gottt001,0
100,TOR201904240,er,buchc001,4
101,TOR201904240,er,mayzt001,0
102,TOR201904240,er,teper001,0
103,TOR201904240,er,lucie001,0
104,TOR201904260,er,fierm001,2
105,TOR201904260,er,wendj001,0
106,TOR201904260,er,petiy001,2
107,TOR201904260,er,strom001,0
108,TOR201904260,er,biagj001,2
109,TOR201904260,er,teper001,0
110,TOR201904260,er,gilek001,0
111,TOR201904270,er,andeb004,6
112,TOR201904270,er,hendl001,1
113,TOR201904270,er,rodnf001,0
114,TOR201904270,er,dullr001,0
115,TOR201904270,er,sanca006,0
116,TOR201904270,er,gavis001,0
117,TOR201904270,er,hudsd001,0
118,TOR201904280,er,bassc001,1
119,TOR201904280,er,wendj001,0
120,TOR201904280,er,sorij001,0
121,TOR201904280,er,treib001,4
122,TOR201904280,er,thort002,1
123,TOR201904280,er,hudsd001,0
124,TOR201904280,er,biagj001,0
125,TOR201904280,er,teper001,0
126,TOR201904280,er,gilek001,0
127,TOR201904280,er,pannt001,3
128,TOR201904280,er,lucie001,0
129,TOR201905060,er,perem004,0
130,TOR201905060,er,harpr001,0
131,TOR201905060,er,magim001,0
132,TOR201905060,er,strom001,5
133,TOR201905060,er,hudsd001,1
134,TOR201905060,er,gavis001,0
135,TOR201905060,er,biagj001,1
136,TOR201905060,er,pannt001,0
137,TOR201905070,er,berrj001,0
138,TOR201905070,er,hildt001,0
139,TOR201905070,er,may-t001,0
140,TOR201905070,er,roget001,0
141,TOR201905070,er,sanca006,3
142,TOR201905070,er,teper001,0
143,TOR201905070,er,gilek001,0
144,TOR201905080,er,gibsk002,1
145,TOR201905080,er,harpr001,0
146,TOR201905080,er,morim002,0
147,TOR201905080,er,parkb001,0
148,TOR201905080,er,thort002,5
149,TOR201905080,er,gavis001,2
150,TOR201905080,er,law-d001,0
151,TOR201905080,er,lucie001,2
152,TOR201905080,er,mayzt001,0
153,TOR201905080,er,hudsd001,0
154,TOR201905080,er,pannt001,0
155,TOR201905100,er,coved001,4
156,TOR201905100,er,osicj001,0
157,TOR201905100,er,burrr002,0
158,TOR201905100,er,marse001,0
159,TOR201905100,er,bumma001,0
160,TOR201905100,er,hudsd001,1
161,TOR201905100,er,pannt001,0
162,TOR201905100,er,gavis001,1
163,TOR201905100,er,mayzt001,0
164,TOR201905100,er,teper001,1
165,TOR201905100,er,biagj001,0
166,TOR201905100,er,gilek001,0
167,TOR201905110,er,novai001,1
168,TOR201905110,er,marse001,0
169,TOR201905110,er,herrk001,0
170,TOR201905110,er,coloa001,1
171,TOR201905110,er,strom001,3
172,TOR201905110,er,law-d001,2
173,TOR201905110,er,guerj002,0
174,TOR201905110,er,lucie001,1
175,TOR201905120,er,gioll001,1
176,TOR201905120,er,burrr002,0
177,TOR201905120,er,bumma001,0
178,TOR201905120,er,sanca006,5
179,TOR201905120,er,hudsd001,0
180,TOR201905120,er,mayzt001,0
181,TOR201905120,er,biagj001,0
182,TOR201905200,er,pricd001,0
183,TOR201905200,er,workb001,0
184,TOR201905200,er,hembh001,0
185,TOR201905200,er,brasr001,0
186,TOR201905200,er,velah001,0
187,TOR201905200,er,jacke001,5
188,TOR201905200,er,lucie001,4
189,TOR201905200,er,law-d001,0
190,TOR201905200,er,teper001,2
191,TOR201905210,er,rodre004,6
192,TOR201905210,er,thort001,2
193,TOR201905210,er,brewc002,2
194,TOR201905210,er,strom001,1
195,TOR201905210,er,mayzt001,0
196,TOR201905210,er,biagj001,1
197,TOR201905210,er,gavis001,1
198,TOR201905220,er,porcr001,1
199,TOR201905220,er,workb001,1
200,TOR201905220,er,barnm001,1
201,TOR201905220,er,waldm002,1
202,TOR201905220,er,brasr001,0
203,TOR201905220,er,hembh001,1
204,TOR201905220,er,sanca006,2
205,TOR201905220,er,hudsd001,1
206,TOR201905220,er,law-d001,1
207,TOR201905220,er,gilek001,0
208,TOR201905220,er,biagj001,1
209,TOR201905220,er,cordj001,1
210,TOR201905230,er,weber001,1
211,TOR201905230,er,lakit001,0
212,TOR201905230,er,brasr001,0
213,TOR201905230,er,velah001,1
214,TOR201905230,er,richc002,1
215,TOR201905230,er,gavis001,2
216,TOR201905230,er,lucie001,2
217,TOR201905230,er,feier001,3
218,TOR201905240,er,luccj001,3
219,TOR201905240,er,wislm001,0
220,TOR201905240,er,erlir001,0
221,TOR201905240,er,stamc001,0
222,TOR201905240,er,thort002,3
223,TOR201905240,er,law-d001,0
224,TOR201905240,er,hudsd001,2
225,TOR201905240,er,pannt001,0
226,TOR201905250,er,quanc001,3
227,TOR201905250,er,matop002,0
228,TOR201905250,er,wiecb001,0
229,TOR201905250,er,jacke001,7
230,TOR201905250,er,pannt001,3
231,TOR201905250,er,law-d001,2
232,TOR201905250,er,rossz001,1
233,TOR201905250,er,gavis001,5
234,TOR201905250,er,biagj001,0
235,TOR201905250,er,maill001,0
236,TOR201905260,er,erlir001,1
237,TOR201905260,er,wislm001,2
238,TOR201905260,er,perdl002,4
239,TOR201905260,er,warra001,3
240,TOR201905260,er,strom001,1
241,TOR201905260,er,hudsd001,0
242,TOR201905260,er,biagj001,0
243,TOR201905260,er,gilek001,0
244,TOR201906040,er,tanam001,4
245,TOR201906040,er,holdj002,0
246,TOR201906040,er,greec003,0
247,TOR201906040,er,richc002,2
248,TOR201906040,er,pannt001,0
249,TOR201906040,er,hudsd001,0
250,TOR201906040,er,biagj001,1
251,TOR201906040,er,gilek001,0
252,TOR201906050,er,paxtj001,3
253,TOR201906050,er,ottaa001,0
254,TOR201906050,er,kahnt001,0
255,TOR201906050,er,holdj002,0
256,TOR201906050,er,britz001,3
257,TOR201906050,er,cessl001,2
258,TOR201906050,er,thort002,4
259,TOR201906050,er,law-d001,3
260,TOR201906050,er,gavis001,0
261,TOR201906050,er,gilek001,0
262,TOR201906060,er,happj001,1
263,TOR201906060,er,greec003,1
264,TOR201906060,er,chapa001,0
265,TOR201906060,er,jacke001,2
266,TOR201906060,er,pannt001,0
267,TOR201906060,er,mayzt001,0
268,TOR201906060,er,lucie001,0
269,TOR201906070,er,kellm002,1
270,TOR201906070,er,brada001,0
271,TOR201906070,er,mcfat001,0
272,TOR201906070,er,strom001,6
273,TOR201906070,er,law-d001,1
274,TOR201906070,er,lucie001,1
275,TOR201906080,er,greiz001,0
276,TOR201906080,er,chafa001,0
277,TOR201906080,er,hiray001,0
278,TOR201906080,er,andrm001,0
279,TOR201906080,er,godlz001,0
280,TOR201906080,er,sanca006,5
281,TOR201906080,er,gavis001,1
282,TOR201906080,er,mayzt001,0
283,TOR201906090,er,ray-r002,2
284,TOR201906090,er,brada001,0
285,TOR201906090,er,lopey001,0
286,TOR201906090,er,richc002,7
287,TOR201906090,er,pannt001,1
288,TOR201906090,er,law-d001,0
289,TOR201906090,er,lucie001,0
290,TOR201906090,er,biagj001,0
291,TOR201906170,er,garcl005,1
292,TOR201906170,er,penaf002,4
293,TOR201906170,er,ramin002,0
294,TOR201906170,er,buttt001,0
295,TOR201906170,er,andej005,0
296,TOR201906170,er,law-d001,0
297,TOR201906170,er,jacke001,7
298,TOR201906170,er,gavis001,2
299,TOR201906170,er,kingn001,1
300,TOR201906170,er,pheld001,0
301,TOR201906170,er,mayzt001,0
302,TOR201906170,er,hudsd001,0
303,TOR201906180,er,skagt001,1
304,TOR201906180,er,buttt001,0
305,TOR201906180,er,roblh001,0
306,TOR201906180,er,strom001,3
307,TOR201906180,er,mayzt001,0
308,TOR201906180,er,biagj001,0
309,TOR201906190,er,heana001,5
310,TOR201906190,er,ramin002,0
311,TOR201906190,er,colet001,0
312,TOR201906190,er,bedrc001,1
313,TOR201906190,er,andej005,0
314,TOR201906190,er,sanca006,6
315,TOR201906190,er,shafj001,0
316,TOR201906190,er,law-d001,1
317,TOR201906190,er,romaj004,1
318,TOR201906190,er,pheld001,1
319,TOR201906200,er,suarj001,5
320,TOR201906200,er,colet001,0
321,TOR201906200,er,garcl005,0
322,TOR201906200,er,bedrc001,0
323,TOR201906200,er,roblh001,0
324,TOR201906200,er,buttt001,2
325,TOR201906200,er,richc002,4
326,TOR201906200,er,law-d001,0
327,TOR201906200,er,biagj001,0
328,TOR201906200,er,mayzt001,1
329,TOR201906200,er,hudsd001,0
330,TOR201906200,er,gilek001,0
331,TOR201906200,er,kingn001,0
332,TOR201906280,er,duffd001,3
333,TOR201906280,er,peraw001,2
334,TOR201906280,er,hillt002,1
335,TOR201906280,er,reids001,2
336,TOR201906280,er,pheld001,0
337,TOR201906280,er,biagj001,0
338,TOR201906280,er,hudsd001,0
339,TOR201906280,er,gilek001,0
340,TOR201906290,er,bailh001,5
341,TOR201906290,er,lopej004,0
342,TOR201906290,er,diekj001,0
343,TOR201906290,er,barls001,2
344,TOR201906290,er,strom001,3
345,TOR201906290,er,gavis001,1
346,TOR201906290,er,mayzt001,0
347,TOR201906290,er,pheld001,0
348,TOR201906290,er,law-d001,0
349,TOR201906290,er,hudsd001,1
350,TOR201906300,er,kellb003,6
351,TOR201906300,er,mccak002,0
352,TOR201906300,er,diekj001,0
353,TOR201906300,er,kenni001,0
354,TOR201906300,er,sanca006,6
355,TOR201906300,er,kingn001,1
356,TOR201906300,er,biagj001,0
357,TOR201906300,er,law-d001,0
358,TOR201907010,er,sparg001,8
359,TOR201907010,er,flynb001,3
360,TOR201907010,er,peraw001,0
361,TOR201907010,er,richc002,3
362,TOR201907010,er,pheld001,1
363,TOR201907010,er,gavis001,0
364,TOR201907020,er,pricd001,2
365,TOR201907020,er,brewc002,1
366,TOR201907020,er,taylj001,0
367,TOR201907020,er,kellt002,3
368,TOR201907020,er,thort002,7
369,TOR201907020,er,reids001,0
370,TOR201907020,er,law-d001,1
371,TOR201907020,er,biagj001,2
372,TOR201907020,er,gilek001,0
373,TOR201907030,er,salec001,5
374,TOR201907030,er,waldm002,0
375,TOR201907030,er,wrigs001,1
376,TOR201907030,er,pheld001,0
377,TOR201907030,er,waguj001,3
378,TOR201907030,er,mayzt001,0
379,TOR201907030,er,hudsd001,0
380,TOR201907030,er,gilek001,0
381,TOR201907040,er,velah001,3
382,TOR201907040,er,brewc002,3
383,TOR201907040,er,taylj001,0
384,TOR201907040,er,brasr001,0
385,TOR201907040,er,barnm001,0
386,TOR201907040,er,workb001,1
387,TOR201907040,er,law-d001,1
388,TOR201907040,er,pannt001,4
389,TOR201907040,er,mayzt001,2
390,TOR201907040,er,biagj001,0
391,TOR201907040,er,kingn001,0
392,TOR201907040,er,gilek001,1
393,TOR201907050,er,bundd001,1
394,TOR201907050,er,bleir001,0
395,TOR201907050,er,castm002,0
396,TOR201907050,er,fry-p001,0
397,TOR201907050,er,sanca006,2
398,TOR201907050,er,gavis001,0
399,TOR201907050,er,biagj001,2
400,TOR201907060,er,casha001,1
401,TOR201907060,er,yacaj001,0
402,TOR201907060,er,armss001,0
403,TOR201907060,er,richc002,3
404,TOR201907060,er,kingn001,2
405,TOR201907060,er,law-d001,0
406,TOR201907070,er,wojca001,3
407,TOR201907070,er,armss001,2
408,TOR201907070,er,bleir001,1
409,TOR201907070,er,ynoag001,0
410,TOR201907070,er,fry-p001,0
411,TOR201907070,er,thort002,0
412,TOR201907070,er,pheld001,1
413,TOR201907070,er,mayzt001,0
414,TOR201907070,er,hudsd001,0
415,TOR201907220,er,clevm001,3
416,TOR201907220,er,clipt001,0
417,TOR201907220,er,borur001,2
418,TOR201907220,er,shafj001,2
419,TOR201907220,er,mayzt001,0
420,TOR201907220,er,gavis001,1
421,TOR201907220,er,law-d001,0
422,TOR201907230,er,bauet001,0
423,TOR201907230,er,pereo002,0
424,TOR201907230,er,handb001,1
425,TOR201907230,er,cimba001,0
426,TOR201907230,er,olsot002,1
427,TOR201907230,er,sanca006,1
428,TOR201907230,er,biagj001,0
429,TOR201907230,er,hudsd001,0
430,TOR201907230,er,pheld001,0
431,TOR201907230,er,gilek001,0
432,TOR201907240,er,biebs001,0
433,TOR201907240,er,strom001,1
434,TOR201907240,er,hudsd001,1
435,TOR201907240,er,fontw001,2
436,TOR201907260,er,castd002,0
437,TOR201907260,er,yarbr001,1
438,TOR201907260,er,roe-c001,0
439,TOR201907260,er,pochc001,0
440,TOR201907260,er,waguj001,3
441,TOR201907260,er,shafj001,0
442,TOR201907260,er,mayzt001,0
443,TOR201907260,er,biagj001,0
444,TOR201907260,er,law-d001,0
445,TOR201907270,er,kitta001,2
446,TOR201907270,er,beekj001,1
447,TOR201907270,er,woodh001,2
448,TOR201907270,er,drako001,3
449,TOR201907270,er,kolaa001,0
450,TOR201907270,er,pochc001,1
451,TOR201907270,er,pagae001,1
452,TOR201907270,er,borur001,6
453,TOR201907270,er,gavis001,2
454,TOR201907270,er,fontw001,1
455,TOR201907270,er,pheld001,0
456,TOR201907270,er,gilek001,0
457,TOR201907270,er,mayzt001,0
458,TOR201907270,er,hudsd001,0
459,TOR201907280,er,chiry001,7
460,TOR201907280,er,kolaa001,1
461,TOR201907280,er,farij001,1
462,TOR201907280,er,roe-c001,0
463,TOR201907280,er,drako001,0
464,TOR201907280,er,castd002,0
465,TOR201907280,er,sanca006,4
466,TOR201907280,er,shafj001,0
467,TOR201907280,er,biagj001,2
468,TOR201907280,er,pheld001,3
469,TOR201907280,er,hudsd001,1
470,TOR201907280,er,law-d001,0
471,TOR201908080,er,germd001,3
472,TOR201908080,er,greec003,1
473,TOR201908080,er,cessl001,1
474,TOR201908080,er,pannt001,7
475,TOR201908080,er,godlz001,3
476,TOR201908080,er,adamj002,0
477,TOR201908080,er,boshb001,2
478,TOR201908090,er,happj001,6
479,TOR201908090,er,cortn001,0
480,TOR201908090,er,kahnt001,2
481,TOR201908090,er,reids001,1
482,TOR201908090,er,mayzt001,1
483,TOR201908090,er,shafj001,0
484,TOR201908090,er,boshb001,0
485,TOR201908090,er,law-d001,0
486,TOR201908100,er,greec003,0
487,TOR201908100,er,tarps001,2
488,TOR201908100,er,adamc002,1
489,TOR201908100,er,kahnt001,0
490,TOR201908100,er,ottaa001,2
491,TOR201908100,er,britz001,0
492,TOR201908100,er,fontw001,0
493,TOR201908100,er,waguj001,3
494,TOR201908100,er,mayzt001,1
495,TOR201908100,er,adamj002,0
496,TOR201908100,er,law-d001,0
497,TOR201908110,er,tanam001,0
498,TOR201908110,er,chapa001,0
499,TOR201908110,er,thort002,1
500,TOR201908110,er,gavis001,0
501,TOR201908120,er,juraa001,8
502,TOR201908120,er,sampa001,5
503,TOR201908120,er,martb002,2
504,TOR201908120,er,chavj001,2
505,TOR201908120,er,montr004,0
506,TOR201908120,er,mathj001,2
507,TOR201908120,er,ramin001,0
508,TOR201908120,er,stewb001,3
509,TOR201908120,er,boshb001,0
510,TOR201908120,er,shafj001,1
511,TOR201908130,er,lynnl001,1
512,TOR201908130,er,kells001,2
513,TOR201908130,er,clase001,0
514,TOR201908130,er,carpd001,0
515,TOR201908130,er,fontw001,0
516,TOR201908130,er,pannt001,0
517,TOR201908130,er,mayzt001,0
518,TOR201908130,er,law-d001,0
519,TOR201908130,er,gilek001,0
520,TOR201908140,er,allak001,3
521,TOR201908140,er,clase001,0
522,TOR201908140,er,montr004,0
523,TOR201908140,er,leclj001,0
524,TOR201908140,er,reids001,3
525,TOR201908140,er,boshb001,1
526,TOR201908140,er,godlz001,1
527,TOR201908140,er,ramin001,2
528,TOR201908140,er,shafj001,0
529,TOR201908160,er,wislm001,0
530,TOR201908160,er,leblw001,7
531,TOR201908160,er,waguj001,2
532,TOR201908160,er,mayzt001,0
533,TOR201908160,er,shafj001,1
534,TOR201908160,er,boshb001,0
535,TOR201908160,er,gilek001,0
536,TOR201908170,er,mcclr001,1
537,TOR201908170,er,gearc001,0
538,TOR201908170,er,guilt001,1
539,TOR201908170,er,grotz001,0
540,TOR201908170,er,bassa001,1
541,TOR201908170,er,tuivs001,0
542,TOR201908170,er,magim001,0
543,TOR201908170,er,thort002,3
544,TOR201908170,er,gavis001,0
545,TOR201908170,er,mayzt001,1
546,TOR201908170,er,law-d001,0
547,TOR201908180,er,kikuy001,0
548,TOR201908180,er,fontw001,1
549,TOR201908180,er,pannt001,3
550,TOR201908180,er,gavis001,1
551,TOR201908180,er,shafj001,0
552,TOR201908180,er,godlz001,2
553,TOR201908270,er,sorom001,2
554,TOR201908270,er,newcs001,1
555,TOR201908270,er,grees005,0
556,TOR201908270,er,fontw001,0
557,TOR201908270,er,godlz001,0
558,TOR201908270,er,mayzt001,0
559,TOR201908270,er,adamj002,0
560,TOR201908270,er,romaj004,1
561,TOR201908270,er,law-d001,0
562,TOR201908270,er,gilek001,0
563,TOR201908280,er,foltm001,2
564,TOR201908280,er,jackl001,1
565,TOR201908280,er,martc007,0
566,TOR201908280,er,grees005,0
567,TOR201908280,er,blevj001,0
568,TOR201908280,er,waguj001,3
569,TOR201908280,er,gavis001,0
570,TOR201908280,er,adamj002,3
571,TOR201908280,er,ramin001,0
572,TOR201908280,er,boshb001,1
573,TOR201908300,er,milew001,0
574,TOR201908300,er,mchuc001,0
575,TOR201908300,er,biagj001,0
576,TOR201908300,er,rondh001,1
577,TOR201908300,er,devec001,1
578,TOR201908300,er,harrw002,1
579,TOR201908300,er,thort002,3
580,TOR201908300,er,adamj002,2
581,TOR201908300,er,ramin001,0
582,TOR201908300,er,mayzt001,1
583,TOR201908300,er,boshb001,0
584,TOR201908310,er,valdf001,6
585,TOR201908310,er,smitj002,0
586,TOR201908310,er,sneec001,0
587,TOR201908310,er,buchc001,2
588,TOR201908310,er,mayzt001,1
589,TOR201908310,er,law-d001,1
590,TOR201908310,er,boshb001,0
591,TOR201908310,er,romaj004,0
592,TOR201908310,er,gilek001,0
593,TOR201909010,er,verlj001,0
594,TOR201909010,er,fontw001,0
595,TOR201909010,er,gavis001,0
596,TOR201909010,er,godlz001,0
597,TOR201909010,er,gilek001,2
598,TOR201909100,er,eovan001,3
599,TOR201909100,er,taylj001,1
600,TOR201909100,er,johnb004,0
601,TOR201909100,er,brasr001,0
602,TOR201909100,er,casha001,0
603,TOR201909100,er,barnm001,0
604,TOR201909100,er,zeuct001,3
605,TOR201909100,er,boshb001,0
606,TOR201909100,er,shafj001,0
607,TOR201909100,er,law-d001,0
608,TOR201909100,er,mayzt001,0
609,TOR201909100,er,romaj004,0
610,TOR201909100,er,gilek001,0
611,TOR201909110,er,poynb001,0
612,TOR201909110,er,kellt002,2
613,TOR201909110,er,weber001,4
614,TOR201909110,er,johnb004,0
615,TOR201909110,er,lakit001,2
616,TOR201909110,er,velah001,0
617,TOR201909110,er,shawm001,0
618,TOR201909110,er,fontw001,0
619,TOR201909110,er,thort002,0
620,TOR201909110,er,adamj002,0
621,TOR201909110,er,teper001,0
622,TOR201909120,er,chacj001,0
623,TOR201909120,er,hernd004,0
624,TOR201909120,er,taylj001,0
625,TOR201909120,er,johnb004,2
626,TOR201909120,er,brasr001,0
627,TOR201909120,er,casha001,0
628,TOR201909120,er,waldm002,0
629,TOR201909120,er,barnm001,1
630,TOR201909120,er,workb001,0
631,TOR201909120,er,buchc001,4
632,TOR201909120,er,stewb001,0
633,TOR201909120,er,boshb001,0
634,TOR201909120,er,romaj004,1
635,TOR201909120,er,pannt001,0
636,TOR201909120,er,shafj001,0
637,TOR201909130,er,tanam001,4
638,TOR201909130,er,kahnt001,0
639,TOR201909130,er,ottaa001,1
640,TOR201909130,er,britz001,0
641,TOR201909130,er,cessl001,0
642,TOR201909130,er,lyont001,1
643,TOR201909130,er,kay-a001,5
644,TOR201909130,er,adamj002,0
645,TOR201909130,er,boshb001,0
646,TOR201909130,er,gavis001,0
647,TOR201909130,er,law-d001,0
648,TOR201909130,er,gilek001,0
649,TOR201909130,er,mayzt001,0
650,TOR201909130,er,teper001,0
651,TOR201909130,er,fontw001,0
652,TOR201909140,er,paxtj001,1
653,TOR201909140,er,gearc001,0
654,TOR201909140,er,loaij001,0
655,TOR201909140,er,dullr001,2
656,TOR201909140,er,waguj001,3
657,TOR201909140,er,stewb001,6
658,TOR201909140,er,adamj002,0
659,TOR201909140,er,lucie001,0
660,TOR201909140,er,romaj004,0
661,TOR201909140,er,shafj001,4
662,TOR201909150,er,greec003,0
663,TOR201909150,er,montj004,3
664,TOR201909150,er,betad001,0
665,TOR201909150,er,cortn001,3
666,TOR201909150,er,hellb001,0
667,TOR201909150,er,lyont001,0
668,TOR201909150,er,fontw001,1
669,TOR201909150,er,zeuct001,2
670,TOR201909150,er,law-d001,0
671,TOR201909150,er,gavis001,0
672,TOR201909150,er,gilek001,0
673,TOR201909230,er,shepc001,6
674,TOR201909230,er,phile001,0
675,TOR201909230,er,castm002,0
676,TOR201909230,er,fry-p001,1
677,TOR201909230,er,givem001,0
678,TOR201909230,er,klinb001,0
679,TOR201909230,er,armss001,2
680,TOR201909230,er,tated001,0
681,TOR201909230,er,hessd001,0
682,TOR201909230,er,eader001,1
683,TOR201909230,er,buchc001,6
684,TOR201909230,er,shafj001,1
685,TOR201909230,er,pannt001,0
686,TOR201909230,er,gavis001,0
687,TOR201909230,er,law-d001,2
688,TOR201909230,er,teper001,0
689,TOR201909230,er,gilek001,0
690,TOR201909230,er,romaj004,1
691,TOR201909230,er,boshb001,0
692,TOR201909230,er,adamj002,0
693,TOR201909240,er,bundd001,2
694,TOR201909240,er,scott003,0
695,TOR201909240,er,scott004,2
696,TOR201909240,er,pannt001,3
697,TOR201909240,er,lucie001,0
698,TOR201909240,er,fontw001,2
699,TOR201909240,er,stewb001,3
700,TOR201909240,er,shafj001,0
701,TOR201909240,er,gavis001,3
702,TOR201909240,er,boshb001,0
703,TOR201909240,er,teper001,0
704,TOR201909250,er,ynoag001,2
705,TOR201909250,er,fry-p001,1
706,TOR201909250,er,brooa001,0
707,TOR201909250,er,bleir001,0
708,TOR201909250,er,waguj001,0
709,TOR201909250,er,adamj002,0
710,TOR201909250,er,romaj004,2
711,TOR201909250,er,fontw001,0
712,TOR201909250,er,gilek001,0
713,TOR201909270,er,glast001,0
714,TOR201909270,er,pochc001,0
715,TOR201909270,er,roe-c001,1
716,TOR201909270,er,drako001,1
717,TOR201909270,er,pagae001,0
718,TOR201909270,er,zeuct001,3
719,TOR201909270,er,lucie001,0
720,TOR201909270,er,pannt001,0
721,TOR201909270,er,teper001,0
722,TOR201909270,er,boshb001,0
723,TOR201909270,er,law-d001,1
724,TOR201909270,er,dullr001,1
725,TOR201909280,er,yarbr001,3
726,TOR201909280,er,fairp001,0
727,TOR201909280,er,castd002,1
728,TOR201909280,er,beekj001,0
729,TOR201909280,er,thort002,0
730,TOR201909280,er,adamj002,0
731,TOR201909280,er,gavis001,1
732,TOR201909280,er,boshb001,0
733,TOR201909280,er,law-d001,0
734,TOR201909280,er,gilek001,0
735,TOR201909290,er,snelb001,2
736,TOR201909290,er,mckab001,0
737,TOR201909290,er,chiry001,4
738,TOR201909290,er,roe-c001,0
739,TOR201909290,er,banda001,2
740,TOR201909290,er,delej003,0
741,TOR201909290,er,buchc001,1
742,TOR201909290,er,fontw001,0
743,TOR201909290,er,romaj004,2
744,TOR201909290,er,adamj002,0
745,TOR201909290,er,teper001,0
746,SLN201904050,er,margn001,1
747,SLN201904050,er,stocr001,1
748,SLN201904050,er,stamc001,0
749,SLN201904050,er,wingt001,1
750,SLN201904050,er,yatek001,0
751,SLN201904050,er,flahj002,0
752,SLN201904050,er,leond003,2
753,SLN201904050,er,reyea004,3
754,SLN201904050,er,brebj001,0
755,SLN201904060,er,paddc001,0
756,SLN201904060,er,stocr001,2
757,SLN201904060,er,wislm001,0
758,SLN201904060,er,stamc001,1
759,SLN201904060,er,yatek001,0
760,SLN201904060,er,wachm001,1
761,SLN201904060,er,gantj002,1
762,SLN201904060,er,milla002,2
763,SLN201904060,er,mayem001,0
764,SLN201904070,er,stram001,1
765,SLN201904070,er,warra001,1
766,SLN201904070,er,loupa001,0
767,SLN201904070,er,erlir001,1
768,SLN201904070,er,waina001,1
769,SLN201904070,er,brebj001,0
770,SLN201904070,er,milla002,0
771,SLN201904070,er,hickj002,0
772,SLN201904080,er,ryu-h001,2
773,SLN201904080,er,flord002,0
774,SLN201904080,er,alexs001,1
775,SLN201904080,er,kellj001,1
776,SLN201904080,er,baezp001,0
777,SLN201904080,er,mikom001,3
778,SLN201904080,er,gantj002,0
