,id,extra_info
0,TOR201903280,Mound Visit
1,TOR201903280,Mound Visit
2,TOR201903290,Mound Visit
3,TOR201903290,Mound Visit
4,TOR201903290,Injury Delay
5,TOR201903300,Mound Visit
6,TOR201903300,Mound Visit
7,TOR201903300,Injury Delay
8,TOR201903300,$Cabrera hit on hand and left game; X-rays negative
9,TOR201903300,Mound Visit
10,TOR201903300,Mound Visit
11,TOR201903300,Mound Visit
12,TOR201903300,Mound Visit
13,TOR201903310,Mound Visit
14,TOR201903310,Mound Visit
15,TOR201903310,Mound Visit
16,TOR201903310,Mound Visit
17,TOR201903310,Mound Visit
18,TOR201903310,Mound Visit
19,TOR201903310,Mound Visit
20,TOR201903310,Mound Visit
21,TOR201903310,Mound Visit
22,TOR201903310,Mound Visit
23,TOR201904010,Mound Visit
24,TOR201904010,$Orioles challenged call that Martin was out at 2nd; call
25,TOR201904010,was upheld - out advancing
26,TOR201904010,Mound Visit
27,TOR201904010,Mound Visit
28,TOR201904010,Injury Delay
29,TOR201904010,Mound Visit
30,TOR201904020,Injury Delay
31,TOR201904020,Mound Visit
32,TOR201904020,Mound Visit
33,TOR201904020,Mound Visit
34,TOR201904020,Mound Visit
35,TOR201904020,$Fan interference
36,TOR201904030,On-field Delay
37,TOR201904030,Mound Visit
38,TOR201904030,Mound Visit
39,TOR201904030,Mound Visit
40,TOR201904120,Mound Visit
41,TOR201904120,Mound Visit
42,TOR201904120,Mound Visit
43,TOR201904120,$Rays challenged call that Urena was safe at 2nd; call was
44,TOR201904120,overturned - single and out stretching
45,TOR201904120,Injury Delay
46,TOR201904120,Mound Visit
47,TOR201904120,Mound Visit
48,TOR201904120,$Rays challenged call that Meadows was out at first; call
49,TOR201904120,was upheld - out to complete double play
50,TOR201904120,Mound Visit
51,TOR201904120,Mound Visit
52,TOR201904120,Mound Visit
53,TOR201904120,Mound Visit
54,TOR201904120,Mound Visit
55,TOR201904120,Injury Delay
56,TOR201904130,$Blue Jays challenged call that Hernandez was out at 1st to
57,TOR201904130,"complete double play; call was overturned - force out, no DP"
58,TOR201904130,"$Rays challenged call that Garcias was out at home, claiming"
59,TOR201904130,plate was illegally blocked; call was upheld - out at home - DP
60,TOR201904130,Mound Visit
61,TOR201904130,Mound Visit
62,TOR201904130,Mound Visit
63,TOR201904130,Mound Visit
64,TOR201904130,Mound Visit
65,TOR201904130,Mound Visit
66,TOR201904140,$Rays challenged call that Smoak was hit by pitch; call
67,TOR201904140,was upheld - hit by pitch
68,TOR201904140,Mound Visit
69,TOR201904140,Mound Visit
70,TOR201904140,Mound Visit
71,TOR201904140,Mound Visit
72,TOR201904140,Mound Visit
73,TOR201904140,Mound Visit
74,TOR201904140,Mound Visit
75,TOR201904140,Mound Visit
76,TOR201904140,$Rays challenged call that Garcia was safe at 3rd; call was
77,TOR201904140,upheld - safe advancing on fly ball
78,TOR201904140,Mound Visit
79,TOR201904140,Mound Visit
80,TOR201904230,Mound Visit
81,TOR201904230,Mound Visit
82,TOR201904230,Mound Visit
83,TOR201904230,Mound Visit
84,TOR201904230,Mound Visit
85,TOR201904230,Mound Visit
86,TOR201904230,Mound Visit
87,TOR201904230,Mound Visit
88,TOR201904240,Mound Visit
89,TOR201904240,Mound Visit
90,TOR201904240,Mound Visit
91,TOR201904240,Mound Visit
92,TOR201904260,Mound Visit
93,TOR201904260,Mound Visit
94,TOR201904260,Mound Visit
95,TOR201904260,Mound Visit
96,TOR201904260,Mound Visit
97,TOR201904260,Mound Visit
98,TOR201904270,$Blue Jays challenged call that slide interference had
99,TOR201904270,occurred and result was double play; call was
100,TOR201904270,overturned - no interference
101,TOR201904270,Mound Visit
102,TOR201904270,$fan interference
103,TOR201904270,Mound Visit
104,TOR201904270,$Blue Jays challenged call that there was no slide
105,TOR201904270,interference; call was upheld - no interference
106,TOR201904270,Mound Visit
107,TOR201904270,Mound Visit
108,TOR201904270,Mound Visit
109,TOR201904280,Mound Visit
110,TOR201904280,Mound Visit
111,TOR201904280,$Blue Jays challenged call that Hanson was out at 2nd;
112,TOR201904280,call was upheld - force out
113,TOR201904280,Mound Visit
114,TOR201904280,Mound Visit
115,TOR201904280,Mound Visit
116,TOR201904280,"ej,walkp001,C,marqa901,Arguing balls and strikes"
117,TOR201904280,$Toronto pitching coach Pete Walker ejected by HP umpire Marquez
118,TOR201904280,for arguing balls and strikes while Phegley was batting
119,TOR201904280,Mound Visit
120,TOR201904280,$Umpire review of ball hit by Tellez; call was upheld - double
121,TOR201904280,Mound Visit
122,TOR201905060,Mound Visit
123,TOR201905060,$Blue Jays challenged call that Buxton was safe at 2nd; call
124,TOR201905060,was overturned - out on pickoff
125,TOR201905060,Mound Visit
126,TOR201905060,Mound Visit
127,TOR201905060,On-field Delay
128,TOR201905060,"ej,montc001,M,hamaa901,Arguing called third strike"
129,TOR201905060,$Toronto manager Montoyo ejected by HP umpire Hamari for
130,TOR201905060,arguing called third strike
131,TOR201905060,Mound Visit
132,TOR201905060,Mound Visit
133,TOR201905060,$Castro left with an injured elbow
134,TOR201905070,Mound Visit
135,TOR201905070,Injury Delay
136,TOR201905070,Mound Visit
137,TOR201905070,Mound Visit
138,TOR201905080,Mound Visit
139,TOR201905080,$originally scored as single and runner to 3rd on E8; error
140,TOR201905080,was removed on 05-09-2019
141,TOR201905080,Mound Visit
142,TOR201905080,Mound Visit
143,TOR201905080,Mound Visit
144,TOR201905080,Mound Visit
145,TOR201905100,Mound Visit
146,TOR201905100,Mound Visit
147,TOR201905100,Mound Visit
148,TOR201905100,Mound Visit
149,TOR201905100,Mound Visit
150,TOR201905100,"$originally scored as double, changed to error on 05-20-2019"
151,TOR201905100,$White Sox challenged call that Anderson was out at 1st; call
152,TOR201905100,was overturned - single
153,TOR201905100,Mound Visit
154,TOR201905110,Mound Visit
155,TOR201905110,Mound Visit
156,TOR201905110,Mound Visit
157,TOR201905110,Mound Visit
158,TOR201905110,Mound Visit
159,TOR201905110,Mound Visit
160,TOR201905110,Batter interference
161,TOR201905110,Mound Visit
162,TOR201905120,$White Sox challenged call that Adnerson was out at 2nd; call
163,TOR201905120,was upheld - caught stealing
164,TOR201905120,Injury Delay
165,TOR201905120,Mound Visit
166,TOR201905120,Mound Visit
167,TOR201905120,$Garcia left with an injured back
168,TOR201905120,Injury Delay
169,TOR201905120,$Batter interference
170,TOR201905200,Mound Visit
171,TOR201905200,Mound Visit
172,TOR201905200,Mound Visit
173,TOR201905200,Mound Visit
174,TOR201905200,Mound Visit
175,TOR201905210,Mound Visit
176,TOR201905210,Mound Visit
177,TOR201905210,Mound Visit
178,TOR201905210,Mound Visit
179,TOR201905210,Mound Visit
180,TOR201905210,Mound Visit
181,TOR201905210,Mound Visit
182,TOR201905210,Mound Visit
183,TOR201905210,Mound Visit
184,TOR201905210,Mound Visit
185,TOR201905220,Mound Visit
186,TOR201905220,Mound Visit
187,TOR201905220,Mound Visit
188,TOR201905220,Mound Visit
189,TOR201905220,Mound Visit
190,TOR201905220,Mound Visit
191,TOR201905220,Mound Visit
192,TOR201905220,$Red Sox challenged call that Bogaerts was out at 2nd; call
193,TOR201905220,was upheld - caught stealing
194,TOR201905220,Mound Visit
195,TOR201905220,Mound Visit
196,TOR201905220,Injury Delay
197,TOR201905220,$Umpire reivew play at 1st that Grichul was safe; call
198,TOR201905220,was overturned - ground out
199,TOR201905230,Mound Visit
200,TOR201905230,On-field Delay
201,TOR201905230,Mound Visit
202,TOR201905230,Mound Visit
203,TOR201905240,$Blue Jays challenged call that Garcia was safe at 1st; call
204,TOR201905240,was overturned - ground out
205,TOR201905240,Mound Visit
206,TOR201905240,Mound Visit
207,TOR201905240,"$Originally scored as pickoff, changed to pickoff and"
208,TOR201905240,caught stelaing on 05-25-2019
209,TOR201905240,Mound Visit
210,TOR201905240,Mound Visit
211,TOR201905250,Mound Visit
212,TOR201905250,Mound Visit
213,TOR201905250,Mound Visit
214,TOR201905250,$Padres challenged call that France was out at 1st; call
215,TOR201905250,was overturned - single
216,TOR201905250,Mound Visit
217,TOR201905250,Mound Visit
218,TOR201905260,Mound Visit
219,TOR201905260,Injury Delay
220,TOR201905260,Mound Visit
221,TOR201905260,Mound Visit
222,TOR201905260,On-field Delay
223,TOR201905260,Mound Visit
224,TOR201905260,$Padres challenged call that runners should be on 2nd and 3rd
225,TOR201905260,"after fan interference, claiming France would have scored; call"
226,TOR201905260,was upheld - fan interference putting runners on 2nd and 3rd
227,TOR201906040,Injury Delay
228,TOR201906040,Mound Visit
229,TOR201906040,$Blue Jays challenged call that Biggio was out at 2nd; call
230,TOR201906040,was overturned - stolen base
231,TOR201906040,Mound Visit
232,TOR201906040,Mound Visit
233,TOR201906040,Mound Visit
234,TOR201906040,Injury Delay
235,TOR201906040,Mound Visit
236,TOR201906040,"$Runner on 2nd retired going back to base, then relay"
237,TOR201906040,to 1st got batter
238,TOR201906040,Mound Visit
239,TOR201906040,Mound Visit
240,TOR201906040,Mound Visit
241,TOR201906050,$Yankees challenged call that Gardner was out at 1st; call
242,TOR201906050,was upheld - ground out
243,TOR201906050,Mound Visit
244,TOR201906050,Mound Visit
245,TOR201906050,Mound Visit
246,TOR201906050,Mound Visit
247,TOR201906050,Mound Visit
248,TOR201906050,"$originally no assists credited to RF and 1bman, added"
249,TOR201906050,on 06-07-2019
250,TOR201906050,Mound Visit
251,TOR201906060,Injury Delay
252,TOR201906060,Mound Visit
253,TOR201906060,Mound Visit
254,TOR201906060,Injury Delay
255,TOR201906060,Mound Visit
256,TOR201906060,Mound Visit
257,TOR201906070,Mound Visit
258,TOR201906070,On-field Delay
259,TOR201906070,Mound Visit
260,TOR201906070,$Blue Jays challenged call at 2nd; call was upheld - stolen base
261,TOR201906070,Mound Visit
262,TOR201906080,Mound Visit
263,TOR201906080,Mound Visit
264,TOR201906080,Mound Visit
265,TOR201906080,Mound Visit
266,TOR201906080,Mound Visit
267,TOR201906080,Mound Visit
268,TOR201906080,Mound Visit
269,TOR201906090,Mound Visit
270,TOR201906090,Mound Visit
271,TOR201906090,$Ahmed left with an injured foot
272,TOR201906090,Mound Visit
273,TOR201906090,Mound Visit
274,TOR201906170,Mound Visit
275,TOR201906170,Mound Visit
276,TOR201906170,Injury Delay
277,TOR201906170,Mound Visit
278,TOR201906170,$Hernandez left with an injured wrist
279,TOR201906170,Mound Visit
280,TOR201906170,Mound Visit
281,TOR201906170,Mound Visit
282,TOR201906180,Mound Visit
283,TOR201906180,Mound Visit
284,TOR201906180,Mound Visit
285,TOR201906180,Mound Visit
286,TOR201906180,Mound Visit
287,TOR201906190,Mound Visit
288,TOR201906190,Mound Visit
289,TOR201906190,Mound Visit
290,TOR201906190,Mound Visit
291,TOR201906190,Mound Visit
292,TOR201906190,Mound Visit
293,TOR201906190,Mound Visit
294,TOR201906190,Injury Delay
295,TOR201906190,Mound Visit
296,TOR201906190,Injury Delay
297,TOR201906200,Mound Visit
298,TOR201906200,Mound Visit
299,TOR201906200,Mound Visit
300,TOR201906200,Mound Visit
301,TOR201906200,Mound Visit
302,TOR201906200,Mound Visit
303,TOR201906200,$Fan interference
304,TOR201906200,Mound Visit
305,TOR201906200,Mound Visit
306,TOR201906200,Injury Delay
307,TOR201906200,Mound Visit
308,TOR201906200,$Blue Jays challenged call that Guerrero was out at 1st; call
309,TOR201906200,was upheld - double play
310,TOR201906280,Mound Visit
311,TOR201906280,Mound Visit
312,TOR201906280,Mound Visit
313,TOR201906280,Mound Visit
314,TOR201906280,Mound Visit
315,TOR201906280,Mound Visit
316,TOR201906280,Mound Visit
317,TOR201906290,$Umpire review of ball hit by Maldonado on 2nd pitch; call
318,TOR201906290,upheld - foul
319,TOR201906290,Injury Delay
320,TOR201906290,$Stroman left with injured shoulder
321,TOR201906290,Mound Visit
322,TOR201906290,Mound Visit
323,TOR201906300,Mound Visit
324,TOR201906300,Mound Visit
325,TOR201906300,Mound Visit
326,TOR201906300,Mound Visit
327,TOR201906300,Mound Visit
328,TOR201906300,Mound Visit
329,TOR201906300,Mound Visit
330,TOR201906300,$Blue Jays challenged call that Lopez was safe at 3rd; call
331,TOR201906300,was upheld - out on fielder's choice
332,TOR201906300,Mound Visit
333,TOR201906300,Mound Visit
334,TOR201907010,Mound Visit
335,TOR201907010,Mound Visit
336,TOR201907010,Mound Visit
337,TOR201907010,$Blue Jays challenged call that Biggio was out at 1st; call
338,TOR201907010,"was overturned - force out, no double play"
339,TOR201907020,Mound Visit
340,TOR201907020,Mound Visit
341,TOR201907020,Mound Visit
342,TOR201907020,Mound Visit
343,TOR201907020,Mound Visit
344,TOR201907020,$Blue Jays challenged call that Betts was safe at 1st; call
345,TOR201907020,Was upheld - safe on pickoff attempt
346,TOR201907020,Mound Visit
347,TOR201907020,Mound Visit
348,TOR201907030,$Red Sox challenged call that Devers was out at 2nd; call
349,TOR201907030,was overturned - single and advance on throw
350,TOR201907030,Mound Visit
351,TOR201907030,Mound Visit
352,TOR201907030,Mound Visit
353,TOR201907030,Mound Visit
354,TOR201907030,Mound Visit
355,TOR201907030,Mound Visit
356,TOR201907030,Mound Visit
357,TOR201907040,Mound Visit
358,TOR201907040,Mound Visit
359,TOR201907040,Mound Visit
360,TOR201907040,Mound Visit
361,TOR201907040,Mound Visit
362,TOR201907040,Mound Visit
363,TOR201907040,Mound Visit
364,TOR201907040,Mound Visit
365,TOR201907040,Mound Visit
366,TOR201907040,Mound Visit
367,TOR201907040,$Blue Jays challenged call that Guerrero was out at 1st; call
368,TOR201907040,was upheld - ground out
369,TOR201907050,Mound Visit
370,TOR201907050,$Orioles challenged call that Villar was out at 3rd; call was
371,TOR201907050,upheld - out returning to base to complete double play
372,TOR201907050,Mound Visit
373,TOR201907050,Mound Visit
374,TOR201907050,Mound Visit
375,TOR201907050,Mound Visit
376,TOR201907050,Mound Visit
377,TOR201907060,Mound Visit
378,TOR201907060,Mound Visit
379,TOR201907060,Mound Visit
380,TOR201907060,Mound Visit
381,TOR201907070,Mound Visit
382,TOR201907070,Mound Visit
383,TOR201907070,Mound Visit
384,TOR201907070,Mound Visit
385,TOR201907070,Mound Visit
386,TOR201907070,Mound Visit
387,TOR201907070,Mound Visit
388,TOR201907220,$Indians challenged call that Kipnis was out at 2nd; call
389,TOR201907220,was overturned - safe on dropped catch error
390,TOR201907220,Mound Visit
391,TOR201907220,Mound Visit
392,TOR201907220,Mound Visit
393,TOR201907220,Injury Delay
394,TOR201907220,$Shafer left with injured elbow
395,TOR201907230,Mound Visit
396,TOR201907230,$Blue Jayss challenged call that Hernandez was out at
397,TOR201907230,home; call was upheld - out trying to score on single
398,TOR201907230,Mound Visit
399,TOR201907230,Mound Visit
400,TOR201907240,$Blue Jays challenged call that Allen was safe at home; call
401,TOR201907240,was upheld - scores on double
402,TOR201907240,Mound Visit
403,TOR201907240,Injury Delay
404,TOR201907240,$Indians challenged call that Gurriel was hit by pitch; call
405,TOR201907240,was upheld - hit by pitch
406,TOR201907240,On-field Delay
407,TOR201907240,$Umpire review ball hit by Bauers; call upheld - double
408,TOR201907260,$Blue Jays challenged call tat Pham was safe at 2nd; call
409,TOR201907260,was upheld - stolen base
410,TOR201907260,Mound Visit
411,TOR201907260,On-field Delay
412,TOR201907260,Mound Visit
413,TOR201907260,"$Umpire review of ball hit by Galvis; call upheld - double,"
414,TOR201907260,not home run
415,TOR201907260,Mound Visit
416,TOR201907260,Mound Visit
417,TOR201907260,Mound Visit
418,TOR201907260,Mound Visit
419,TOR201907260,Mound Visit
420,TOR201907260,Mound Visit
421,TOR201907260,Mound Visit
422,TOR201907270,Mound Visit
423,TOR201907270,Mound Visit
424,TOR201907270,Mound Visit
425,TOR201907270,Mound Visit
426,TOR201907270,Mound Visit
427,TOR201907270,Mound Visit
428,TOR201907270,Mound Visit
429,TOR201907270,Mound Visit
430,TOR201907270,Mound Visit
431,TOR201907270,Mound Visit
432,TOR201907270,Mound Visit
433,TOR201907270,Mound Visit
434,TOR201907280,Mound Visit
435,TOR201907280,Mound Visit
436,TOR201907280,Mound Visit
437,TOR201907280,Mound Visit
438,TOR201907280,$Blue Jays challenged call that Biggio was out at 1st; call
439,TOR201907280,was upheld - ground out
440,TOR201907280,Mound Visit
441,TOR201907280,Mound Visit
442,TOR201907280,Mound Visit
443,TOR201907280,Mound Visit
444,TOR201907280,$Pham left with injured hand
445,TOR201907280,Mound Visit
446,TOR201907280,Mound Visit
447,TOR201907280,Mound Visit
448,TOR201907280,Mound Visit
449,TOR201907280,Mound Visit
450,TOR201908080,Mound Visit
451,TOR201908080,Mound Visit
452,TOR201908080,Mound Visit
453,TOR201908080,Mound Visit
454,TOR201908080,Injury Delay
455,TOR201908090,On-field Delay
456,TOR201908090,"ej,gardb001,P,segac901,Arguing called strike"
457,TOR201908090,$Gardner ejected from Yankee bench by HP umpire Segal
458,TOR201908090,for arguing called strike
459,TOR201908090,$Blue Jays challenged call that Drury was out at 3rd; call
460,TOR201908090,overturned - safe on wild pitch
461,TOR201908090,Mound Visit
462,TOR201908090,Mound Visit
463,TOR201908090,Mound Visit
464,TOR201908090,Mound Visit
465,TOR201908100,Mound Visit
466,TOR201908100,$Originally scored as hit by pitch; changed to walk on
467,TOR201908100,08-13-2019 since ball 4 did not hit him
468,TOR201908100,Mound Visit
469,TOR201908100,Injury Delay
470,TOR201908100,Mound Visit
471,TOR201908100,Mound Visit
472,TOR201908100,Mound Visit
473,TOR201908100,Mound Visit
474,TOR201908110,Mound Visit
475,TOR201908110,Mound Visit
476,TOR201908110,$Yankees challenged call that Judge was out at 1st; call
477,TOR201908110,was overturned - single
478,TOR201908110,Injury Delay
479,TOR201908110,Mound Visit
480,TOR201908110,Mound Visit
481,TOR201908120,Mound Visit
482,TOR201908120,Mound Visit
483,TOR201908120,$Blue Jays challenged call that Hernandez was out at 3rd;
484,TOR201908120,"call was upheld - pickoff; changed to pickoff, caught"
485,TOR201908120,stealing on 08-14-2019
486,TOR201908120,Mound Visit
487,TOR201908120,Mound Visit
488,TOR201908120,Mound Visit
489,TOR201908120,Injury Delay
490,TOR201908120,Mound Visit
491,TOR201908130,Mound Visit
492,TOR201908130,Injury Delay
493,TOR201908130,$Rangers challenged call that Bichette was safe at 2nd;
494,TOR201908130,call overturned - force play
495,TOR201908130,Injury Delay
496,TOR201908130,Mound Visit
497,TOR201908140,Mound Visit
498,TOR201908140,Mound Visit
499,TOR201908140,$Fan interference
500,TOR201908140,Mound Visit
501,TOR201908140,Mound Visit
502,TOR201908140,Injury Delay
503,TOR201908140,Mound Visit
504,TOR201908140,Mound Visit
505,TOR201908140,Mound Visit
506,TOR201908140,Mound Visit
507,TOR201908140,Mound Visit
508,TOR201908140,Mound Visit
509,TOR201908160,Mound Visit
510,TOR201908160,Mound Visit
511,TOR201908160,Mound Visit
512,TOR201908160,Mound Visit
513,TOR201908160,Mound Visit
514,TOR201908160,Mound Visit
515,TOR201908170,Mound Visit
516,TOR201908170,Mound Visit
517,TOR201908170,$Guerrero left with an injured knee
518,TOR201908170,$Mariners challenge call that Grichuk was out at 1st; call
519,TOR201908170,upheld - out to complete double play
520,TOR201908170,Mound Visit
521,TOR201908170,Mound Visit
522,TOR201908170,Mound Visit
523,TOR201908170,$Mariners challenged call that Broxton was out at 1st; call
524,TOR201908170,upheld - pickoff and caught stealing
525,TOR201908170,Mound Visit
526,TOR201908170,Mound Visit
527,TOR201908180,Mound Visit
528,TOR201908180,Mound Visit
529,TOR201908270,Mound Visit
530,TOR201908270,$Blue Jays challenged call that Freeman's ball was not
531,TOR201908270,interferred with; call overturned - out on fan interference
532,TOR201908270,Mound Visit
533,TOR201908270,Mound Visit
534,TOR201908270,Mound Visit
535,TOR201908270,Mound Visit
536,TOR201908280,Mound Visit
537,TOR201908280,Injury Delay
538,TOR201908280,$Cervelli left with injured leg
539,TOR201908280,Mound Visit
540,TOR201908280,Mound Visit
541,TOR201908280,Mound Visit
542,TOR201908280,Mound Visit
543,TOR201908280,Mound Visit
544,TOR201908280,Mound Visit
545,TOR201908280,Mound Visit
546,TOR201908300,Mound Visit
547,TOR201908300,Mound Visit
548,TOR201908300,Mound Visit
549,TOR201908300,"ej,guerv002,P,estam901,Swinging strike 3"
550,TOR201908300,$Guerrero ejected by HP umpire Estabrook for arguing strike 3
551,TOR201908300,Mound Visit
552,TOR201908310,Mound Visit
553,TOR201908310,Mound Visit
554,TOR201908310,Mound Visit
555,TOR201908310,Mound Visit
556,TOR201908310,Mound Visit
557,TOR201908310,Mound Visit
558,TOR201908310,Mound Visit
559,TOR201908310,Mound Visit
560,TOR201908310,Mound Visit
561,TOR201909010,Mound Visit
562,TOR201909010,On-field Delay
563,TOR201909010,Mound Visit
564,TOR201909100,Mound Visit
565,TOR201909100,Mound Visit
566,TOR201909100,Mound Visit
567,TOR201909100,$Fan interference
568,TOR201909100,Mound Visit
569,TOR201909100,Mound Visit
570,TOR201909100,Mound Visit
571,TOR201909100,Mound Visit
572,TOR201909100,Injury Delay
573,TOR201909100,Mound Visit
574,TOR201909100,Mound Visit
575,TOR201909110,Mound Visit
576,TOR201909110,Mound Visit
577,TOR201909110,Mound Visit
578,TOR201909110,Mound Visit
579,TOR201909110,Mound Visit
580,TOR201909110,Mound Visit
581,TOR201909110,$Red Sox challenged call that Owings was out at 1st; call
582,TOR201909110,"overturned - force out, not double play"
583,TOR201909120,Mound Visit
584,TOR201909120,Mound Visit
585,TOR201909120,Mound Visit
586,TOR201909120,Mound Visit
587,TOR201909120,Mound Visit
588,TOR201909120,Mound Visit
589,TOR201909120,Mound Visit
590,TOR201909120,Mound Visit
591,TOR201909120,Mound Visit
592,TOR201909120,Injury Delay
593,TOR201909130,Mound Visit
594,TOR201909130,Mound Visit
595,TOR201909130,Mound Visit
596,TOR201909130,Mound Visit
597,TOR201909130,Mound Visit
598,TOR201909130,Mound Visit
599,TOR201909130,Mound Visit
600,TOR201909130,Injury Delay
601,TOR201909130,$Mayza left with an injured elbow which occurred on
602,TOR201909130,ball 4 to Gregorius which was several feet behind him
603,TOR201909140,Mound Visit
604,TOR201909140,Mound Visit
605,TOR201909140,Mound Visit
606,TOR201909140,Injury Delay
607,TOR201909140,Mound Visit
608,TOR201909140,Mound Visit
609,TOR201909140,Mound Visit
610,TOR201909140,"$LaMahieu took off, thinking ball would not be caught, but"
611,TOR201909140,Estrada recognized it would be caught and returned to 2nd as
612,TOR201909140,LaMahieu rane past him and was out for passing runner; no assists
613,TOR201909140,Injury Delay
614,TOR201909140,$Romano left with injured ankle
615,TOR201909140,Mound Visit
616,TOR201909150,Mound Visit
617,TOR201909150,Mound Visit
618,TOR201909150,Mound Visit
619,TOR201909150,Mound Visit
620,TOR201909150,Mound Visit
621,TOR201909150,Mound Visit
622,TOR201909150,Mound Visit
623,TOR201909230,Mound Visit
624,TOR201909230,Mound Visit
625,TOR201909230,Mound Visit
626,TOR201909230,Mound Visit
627,TOR201909230,Mound Visit
628,TOR201909230,Mound Visit
629,TOR201909230,Mound Visit
630,TOR201909230,Mound Visit
631,TOR201909230,Mound Visit
632,TOR201909230,Mound Visit
633,TOR201909230,Mound Visit
634,TOR201909230,Mound Visit
635,TOR201909230,Mound Visit
636,TOR201909240,$Blue Jays challenged call that Villar was safe at 1st;
637,TOR201909240,call was upheld - safe on pickoff attempt
638,TOR201909240,On-field Delay
639,TOR201909240,Mound Visit
640,TOR201909240,"$Umpire review of ball hit by Alfaro; call upheld - foul,"
641,TOR201909240,not home run
642,TOR201909240,Mound Visit
643,TOR201909240,Mound Visit
644,TOR201909240,Mound Visit
645,TOR201909240,Mound Visit
646,TOR201909240,Mound Visit
647,TOR201909240,Mound Visit
648,TOR201909250,Mound Visit
649,TOR201909250,Mound Visit
650,TOR201909250,Mound Visit
651,TOR201909250,Mound Visit
652,TOR201909250,Mound Visit
653,TOR201909250,Mound Visit
654,TOR201909270,Mound Visit
655,TOR201909270,Mound Visit
656,TOR201909270,Mound Visit
657,TOR201909270,Mound Visit
658,TOR201909270,Mound Visit
659,TOR201909270,Mound Visit
660,TOR201909270,Mound Visit
661,TOR201909280,Mound Visit
662,TOR201909280,Mound Visit
663,TOR201909280,Mound Visit
664,TOR201909280,Mound Visit
665,TOR201909280,Mound Visit
666,TOR201909280,Mound Visit
667,TOR201909280,Mound Visit
668,TOR201909280,Mound Visit
669,TOR201909280,$Rays challenged call that Biggio was hit by pitch; call
670,TOR201909280,upheld - hit by pitch
671,TOR201909280,Mound Visit
672,TOR201909280,Mound Visit
673,TOR201909290,Mound Visit
674,TOR201909290,Mound Visit
675,TOR201909290,Mound Visit
676,TOR201909290,Mound Visit
677,TOR201909290,Mound Visit
678,TOR201909290,Mound Visit
679,TOR201909290,Mound Visit
680,TOR201909290,Mound Visit
681,SLN201904050,Mound Visit
682,SLN201904050,Mound Visit
683,SLN201904050,Mound Visit
684,SLN201904050,Mound Visit
685,SLN201904050,On-field Delay
686,SLN201904050,$Padres questioned whether Ozuna's single had hit runner;
687,SLN201904050,umpires reviewed with New York and the ruling that the
688,SLN201904050,play is not reviewable
689,SLN201904050,Mound Visit
690,SLN201904060,Mound Visit
691,SLN201904060,Mound Visit
692,SLN201904060,Mound Visit
693,SLN201904060,Mound Visit
694,SLN201904060,Mound Visit
695,SLN201904060,Mound Visit
696,SLN201904060,$Fan interference
697,SLN201904060,Mound Visit
698,SLN201904070,$Padres challenged call that Bader was safe at 3rd; call
699,SLN201904070,was overturned - caught stealing
700,SLN201904070,Injury Delay
701,SLN201904070,Mound Visit
702,SLN201904070,Mound Visit
703,SLN201904070,Mound Visit
704,SLN201904070,Mound Visit
705,SLN201904070,Mound Visit
706,SLN201904080,Injury Delay
707,SLN201904080,$Ryu left with injured groin
708,SLN201904080,Mound Visit
709,SLN201904080,Mound Visit
710,SLN201904080,Mound Visit
711,SLN201904090,$Dodgers challenged call that Molina's ball had stayed in
712,SLN201904090,"play; call was overturned - ground rule double, Ozuna"
713,SLN201904090,returned to third
714,SLN201904090,Mound Visit
715,SLN201904090,Mound Visit
716,SLN201904090,Mound Visit
717,SLN201904090,Mound Visit
718,SLN201904090,Mound Visit
719,SLN201904090,Injury Delay
720,SLN201904090,Mound Visit
721,SLN201904090,Mound Visit
722,SLN201904100,Mound Visit
723,SLN201904110,Mound Visit
724,SLN201904110,Mound Visit
725,SLN201904110,Mound Visit
726,SLN201904110,$Corey Seager left with injured leg
727,SLN201904110,$Dodgers challenged call that Bader was hit by pitch; call
728,SLN201904110,was upheld - hit by pitch
729,SLN201904110,Mound Visit
730,SLN201904110,Mound Visit
731,SLN201904190,$Mets challenged call that Alonso was out at 1st; call was
732,SLN201904190,upheld - ground out
733,SLN201904190,Mound Visit
734,SLN201904190,Mound Visit
735,SLN201904190,Mound Visit
736,SLN201904190,Mound Visit
737,SLN201904190,Mound Visit
738,SLN201904190,Mound Visit
739,SLN201904190,$Umpire review ball hit by Thomas; call was overturned - home
740,SLN201904190,run not double
741,SLN201904190,On-field Delay
742,SLN201904190,Mound Visit
743,SLN201904190,Mound Visit
744,SLN201904190,Mound Visit
745,SLN201904190,Mound Visit
746,SLN201904190,Mound Visit
747,SLN201904200,Mound Visit
748,SLN201904200,Mound Visit
749,SLN201904200,Injury Delay
750,SLN201904200,Mound Visit
751,SLN201904200,$Carpenter left with an injured knee
752,SLN201904200,Injury Delay
753,SLN201904210,Mound Visit
754,SLN201904210,Mound Visit
755,SLN201904210,Mound Visit
756,SLN201904210,Injury Delay
757,SLN201904210,"ej,callm001,M,emmep901,Arguing check swing"
758,SLN201904210,$Cano was hit on hand by pitch and was awarded first base;
759,SLN201904210,however on appeal to 3b umpire Emmel it was ruled a half
760,SLN201904210,"swing strike, so the hit by pitch was overturned; Mets"
761,SLN201904210,manager Callaway argued the call was ejected by Emmel since
762,SLN201904210,arguing balls and strikes is not permissible; Lagares
