,id,type,data
40225,NYN201904260,date,2019/04/26
40226,NYN201904260,number,0
40227,NYN201904260,starttime,9:52PM
40228,NYN201904260,daynight,night
40229,NYN201904260,usedh,false
40230,NYN201904260,umphome,hallt901
40231,NYN201904260,ump1b,hamaa901
40232,NYN201904260,ump2b,ticht901
40233,NYN201904260,ump3b,cuzzp901
40234,NYN201904260,howscored,park
40235,NYN201904260,pitches,pitches
40236,NYN201904260,oscorer,sprej701
40237,NYN201904260,temp,59
40238,NYN201904260,winddir,tolf
40239,NYN201904260,windspeed,9
40240,NYN201904260,fieldcond,unknown
40241,NYN201904260,precip,unknown
40242,NYN201904260,sky,overcast
40243,NYN201904260,timeofgame,200
40244,NYN201904260,attendance,28131
40245,NYN201904260,wp,albem001
40246,NYN201904260,lp,degrj001
40247,NYN201904260,save,
40248,NYN201904270,visteam,MIL
40249,NYN201904270,hometeam,NYN
40250,NYN201904270,site,NYC20
40251,NYN201904270,date,2019/04/27
40252,NYN201904270,number,0
40253,NYN201904270,starttime,7:11PM
40254,NYN201904270,daynight,night
40255,NYN201904270,usedh,false
40256,NYN201904270,umphome,hamaa901
40257,NYN201904270,ump1b,ticht901
40258,NYN201904270,ump2b,cuzzp901
40259,NYN201904270,ump3b,hallt901
40260,NYN201904270,howscored,park
40261,NYN201904270,pitches,pitches
40262,NYN201904270,oscorer,sprej701
40263,NYN201904270,temp,57
40264,NYN201904270,winddir,ltor
40265,NYN201904270,windspeed,16
40266,NYN201904270,fieldcond,unknown
40267,NYN201904270,precip,unknown
40268,NYN201904270,sky,sunny
40269,NYN201904270,timeofgame,237
40270,NYN201904270,attendance,40610
40271,NYN201904270,wp,woodb005
40272,NYN201904270,lp,syndn001
40273,NYN201904270,save,hadej001
40274,NYN201904280,visteam,MIL
40275,NYN201904280,hometeam,NYN
40276,NYN201904280,site,NYC20
40277,NYN201904280,date,2019/04/28
40278,NYN201904280,number,0
40279,NYN201904280,starttime,1:11PM
40280,NYN201904280,daynight,day
40281,NYN201904280,usedh,false
40282,NYN201904280,umphome,ticht901
40283,NYN201904280,ump1b,cuzzp901
40284,NYN201904280,ump2b,hallt901
40285,NYN201904280,ump3b,hamaa901
40286,NYN201904280,howscored,park
40287,NYN201904280,pitches,pitches
40288,NYN201904280,oscorer,sprej701
40289,NYN201904280,temp,50
40290,NYN201904280,winddir,fromcf
40291,NYN201904280,windspeed,11
40292,NYN201904280,fieldcond,unknown
40293,NYN201904280,precip,unknown
40294,NYN201904280,sky,cloudy
40295,NYN201904280,timeofgame,172
40296,NYN201904280,attendance,25756
40297,NYN201904280,wp,matzs001
40298,NYN201904280,lp,barnj002
40299,NYN201904280,save,diaze006
40300,NYN201904290,visteam,CIN
40301,NYN201904290,hometeam,NYN
40302,NYN201904290,site,NYC20
40303,NYN201904290,date,2019/04/29
40304,NYN201904290,number,0
40305,NYN201904290,starttime,7:10PM
40306,NYN201904290,daynight,night
40307,NYN201904290,usedh,false
40308,NYN201904290,umphome,morag901
40309,NYN201904290,ump1b,mealj901
40310,NYN201904290,ump2b,kulpr901
40311,NYN201904290,ump3b,fostm901
40312,NYN201904290,howscored,park
40313,NYN201904290,pitches,pitches
40314,NYN201904290,oscorer,altmb701
40315,NYN201904290,temp,51
40316,NYN201904290,winddir,tolf
40317,NYN201904290,windspeed,10
40318,NYN201904290,fieldcond,unknown
40319,NYN201904290,precip,unknown
40320,NYN201904290,sky,cloudy
40321,NYN201904290,timeofgame,195
40322,NYN201904290,attendance,20766
40323,NYN201904290,wp,igler001
40324,NYN201904290,lp,diaze006
40325,NYN201904290,save,
40326,NYN201904300,visteam,CIN
40327,NYN201904300,hometeam,NYN
40328,NYN201904300,site,NYC20
40329,NYN201904300,date,2019/04/30
40330,NYN201904300,number,0
40331,NYN201904300,starttime,7:11PM
40332,NYN201904300,daynight,night
40333,NYN201904300,usedh,false
40334,NYN201904300,umphome,mealj901
40335,NYN201904300,ump1b,kulpr901
40336,NYN201904300,ump2b,fostm901
40337,NYN201904300,ump3b,morag901
40338,NYN201904300,howscored,park
40339,NYN201904300,pitches,pitches
40340,NYN201904300,oscorer,karph701
40341,NYN201904300,temp,56
40342,NYN201904300,winddir,fromcf
40343,NYN201904300,windspeed,13
40344,NYN201904300,fieldcond,unknown
40345,NYN201904300,precip,unknown
40346,NYN201904300,sky,cloudy
40347,NYN201904300,timeofgame,204
40348,NYN201904300,attendance,20836
40349,NYN201904300,wp,gagnd001
40350,NYN201904300,lp,igler001
40351,NYN201904300,save,
40352,NYN201905010,visteam,CIN
40353,NYN201905010,hometeam,NYN
40354,NYN201905010,site,NYC20
40355,NYN201905010,date,2019/05/01
40356,NYN201905010,number,0
40357,NYN201905010,starttime,7:10PM
40358,NYN201905010,daynight,night
40359,NYN201905010,usedh,false
40360,NYN201905010,umphome,kulpr901
40361,NYN201905010,ump1b,fostm901
40362,NYN201905010,ump2b,morag901
40363,NYN201905010,ump3b,mealj901
40364,NYN201905010,howscored,park
40365,NYN201905010,pitches,pitches
40366,NYN201905010,oscorer,karph701
40367,NYN201905010,temp,50
40368,NYN201905010,winddir,fromrf
40369,NYN201905010,windspeed,8
40370,NYN201905010,fieldcond,unknown
40371,NYN201905010,precip,unknown
40372,NYN201905010,sky,overcast
40373,NYN201905010,timeofgame,166
40374,NYN201905010,attendance,22119
40375,NYN201905010,wp,dukez001
40376,NYN201905010,lp,diaze006
40377,NYN201905010,save,lorem002
40378,NYN201905020,visteam,CIN
40379,NYN201905020,hometeam,NYN
40380,NYN201905020,site,NYC20
40381,NYN201905020,date,2019/05/02
40382,NYN201905020,number,0
40383,NYN201905020,starttime,12:11PM
40384,NYN201905020,daynight,day
40385,NYN201905020,usedh,false
40386,NYN201905020,umphome,fostm901
40387,NYN201905020,ump1b,morag901
40388,NYN201905020,ump2b,bacoj901
40389,NYN201905020,ump3b,kulpr901
40390,NYN201905020,howscored,park
40391,NYN201905020,pitches,pitches
40392,NYN201905020,oscorer,karph701
40393,NYN201905020,temp,66
40394,NYN201905020,winddir,ltor
40395,NYN201905020,windspeed,3
40396,NYN201905020,fieldcond,unknown
40397,NYN201905020,precip,unknown
40398,NYN201905020,sky,cloudy
40399,NYN201905020,timeofgame,130
40400,NYN201905020,attendance,21445
40401,NYN201905020,wp,syndn001
40402,NYN201905020,lp,mahlt001
40403,NYN201905020,save,
40404,NYN201905100,visteam,MIA
40405,NYN201905100,hometeam,NYN
40406,NYN201905100,site,NYC20
40407,NYN201905100,date,2019/05/10
40408,NYN201905100,number,0
40409,NYN201905100,starttime,7:10PM
40410,NYN201905100,daynight,night
40411,NYN201905100,usedh,false
40412,NYN201905100,umphome,dejer901
40413,NYN201905100,ump1b,sches901
40414,NYN201905100,ump2b,wegnm901
40415,NYN201905100,ump3b,porta901
40416,NYN201905100,howscored,park
40417,NYN201905100,pitches,pitches
40418,NYN201905100,oscorer,altmb701
40419,NYN201905100,temp,71
40420,NYN201905100,winddir,tolf
40421,NYN201905100,windspeed,10
40422,NYN201905100,fieldcond,unknown
40423,NYN201905100,precip,unknown
40424,NYN201905100,sky,cloudy
40425,NYN201905100,timeofgame,184
40426,NYN201905100,attendance,25194
40427,NYN201905100,wp,wheez001
40428,NYN201905100,lp,lopep002
40429,NYN201905100,save,
40430,NYN201905110,visteam,MIA
40431,NYN201905110,hometeam,NYN
40432,NYN201905110,site,NYC20
40433,NYN201905110,date,2019/05/11
40434,NYN201905110,number,0
40435,NYN201905110,starttime,7:10PM
40436,NYN201905110,daynight,night
40437,NYN201905110,usedh,false
40438,NYN201905110,umphome,sches901
40439,NYN201905110,ump1b,wegnm901
40440,NYN201905110,ump2b,porta901
40441,NYN201905110,ump3b,dejer901
40442,NYN201905110,howscored,park
40443,NYN201905110,pitches,pitches
40444,NYN201905110,oscorer,sprej701
40445,NYN201905110,temp,66
40446,NYN201905110,winddir,fromcf
40447,NYN201905110,windspeed,7
40448,NYN201905110,fieldcond,unknown
40449,NYN201905110,precip,unknown
40450,NYN201905110,sky,cloudy
40451,NYN201905110,timeofgame,161
40452,NYN201905110,attendance,32501
40453,NYN201905110,wp,degrj001
40454,NYN201905110,lp,alcas001
40455,NYN201905110,save,diaze006
40456,NYN201905200,visteam,WAS
40457,NYN201905200,hometeam,NYN
40458,NYN201905200,site,NYC20
40459,NYN201905200,date,2019/05/20
40460,NYN201905200,number,0
40461,NYN201905200,starttime,7:10PM
40462,NYN201905200,daynight,night
40463,NYN201905200,usedh,false
40464,NYN201905200,umphome,emmep901
40465,NYN201905200,ump1b,estam901
40466,NYN201905200,ump2b,blakr901
40467,NYN201905200,ump3b,drecb901
40468,NYN201905200,howscored,park
40469,NYN201905200,pitches,pitches
40470,NYN201905200,oscorer,altmb701
40471,NYN201905200,temp,83
40472,NYN201905200,winddir,torf
40473,NYN201905200,windspeed,16
40474,NYN201905200,fieldcond,unknown
40475,NYN201905200,precip,unknown
40476,NYN201905200,sky,cloudy
40477,NYN201905200,timeofgame,192
40478,NYN201905200,attendance,22335
40479,NYN201905200,wp,gagnd001
40480,NYN201905200,lp,corbp001
40481,NYN201905200,save,diaze006
40482,NYN201905210,visteam,WAS
40483,NYN201905210,hometeam,NYN
40484,NYN201905210,site,NYC20
40485,NYN201905210,date,2019/05/21
40486,NYN201905210,number,0
40487,NYN201905210,starttime,7:10PM
40488,NYN201905210,daynight,night
40489,NYN201905210,usedh,false
40490,NYN201905210,umphome,estam901
40491,NYN201905210,ump1b,blakr901
40492,NYN201905210,ump2b,drecb901
40493,NYN201905210,ump3b,emmep901
40494,NYN201905210,howscored,park
40495,NYN201905210,pitches,pitches
40496,NYN201905210,oscorer,altmb701
40497,NYN201905210,temp,70
40498,NYN201905210,winddir,ltor
40499,NYN201905210,windspeed,18
40500,NYN201905210,fieldcond,unknown
40501,NYN201905210,precip,unknown
40502,NYN201905210,sky,sunny
40503,NYN201905210,timeofgame,185
40504,NYN201905210,attendance,24631
40505,NYN201905210,wp,diaze006
40506,NYN201905210,lp,raint003
40507,NYN201905210,save,
40508,NYN201905220,visteam,WAS
40509,NYN201905220,hometeam,NYN
40510,NYN201905220,site,NYC20
40511,NYN201905220,date,2019/05/22
40512,NYN201905220,number,0
40513,NYN201905220,starttime,7:10PM
40514,NYN201905220,daynight,night
40515,NYN201905220,usedh,false
40516,NYN201905220,umphome,blakr901
40517,NYN201905220,ump1b,drecb901
40518,NYN201905220,ump2b,emmep901
40519,NYN201905220,ump3b,estam901
40520,NYN201905220,howscored,park
40521,NYN201905220,pitches,pitches
40522,NYN201905220,oscorer,altmb701
40523,NYN201905220,temp,73
40524,NYN201905220,winddir,rtol
40525,NYN201905220,windspeed,7
40526,NYN201905220,fieldcond,unknown
40527,NYN201905220,precip,unknown
40528,NYN201905220,sky,cloudy
40529,NYN201905220,timeofgame,179
40530,NYN201905220,attendance,27188
40531,NYN201905220,wp,gagnd001
40532,NYN201905220,lp,barrk002
40533,NYN201905220,save,
40534,NYN201905230,visteam,WAS
40535,NYN201905230,hometeam,NYN
40536,NYN201905230,site,NYC20
40537,NYN201905230,date,2019/05/23
40538,NYN201905230,number,0
40539,NYN201905230,starttime,12:10PM
40540,NYN201905230,daynight,day
40541,NYN201905230,usedh,false
40542,NYN201905230,umphome,drecb901
40543,NYN201905230,ump1b,emmep901
40544,NYN201905230,ump2b,estam901
40545,NYN201905230,ump3b,blakr901
40546,NYN201905230,howscored,park
40547,NYN201905230,pitches,pitches
40548,NYN201905230,oscorer,altmb701
40549,NYN201905230,temp,65
40550,NYN201905230,winddir,tolf
40551,NYN201905230,windspeed,12
40552,NYN201905230,fieldcond,unknown
40553,NYN201905230,precip,unknown
40554,NYN201905230,sky,cloudy
40555,NYN201905230,timeofgame,173
40556,NYN201905230,attendance,29962
40557,NYN201905230,wp,gselr001
40558,NYN201905230,lp,suerw002
40559,NYN201905230,save,diaze006
40560,NYN201905240,visteam,DET
40561,NYN201905240,hometeam,NYN
40562,NYN201905240,site,NYC20
40563,NYN201905240,date,2019/05/24
40564,NYN201905240,number,0
40565,NYN201905240,starttime,7:11PM
40566,NYN201905240,daynight,night
40567,NYN201905240,usedh,false
40568,NYN201905240,umphome,morag901
40569,NYN201905240,ump1b,fostm901
40570,NYN201905240,ump2b,mealj901
40571,NYN201905240,ump3b,kulpr901
40572,NYN201905240,howscored,park
40573,NYN201905240,pitches,pitches
40574,NYN201905240,oscorer,sprej701
40575,NYN201905240,temp,71
40576,NYN201905240,winddir,ltor
40577,NYN201905240,windspeed,15
40578,NYN201905240,fieldcond,unknown
40579,NYN201905240,precip,unknown
40580,NYN201905240,sky,cloudy
40581,NYN201905240,timeofgame,192
40582,NYN201905240,attendance,27082
40583,NYN201905240,wp,farmb001
40584,NYN201905240,lp,gagnd001
40585,NYN201905240,save,grees005
40586,NYN201905250,visteam,DET
40587,NYN201905250,hometeam,NYN
40588,NYN201905250,site,NYC20
40589,NYN201905250,date,2019/05/25
40590,NYN201905250,number,0
40591,NYN201905250,starttime,4:10PM
40592,NYN201905250,daynight,day
40593,NYN201905250,usedh,false
40594,NYN201905250,umphome,fostm901
40595,NYN201905250,ump1b,mealj901
40596,NYN201905250,ump2b,kulpr901
40597,NYN201905250,ump3b,morag901
40598,NYN201905250,howscored,park
40599,NYN201905250,pitches,pitches
40600,NYN201905250,oscorer,sprej701
40601,NYN201905250,temp,67
40602,NYN201905250,winddir,tolf
40603,NYN201905250,windspeed,18
40604,NYN201905250,fieldcond,unknown
40605,NYN201905250,precip,unknown
40606,NYN201905250,sky,sunny
40607,NYN201905250,timeofgame,251
40608,NYN201905250,attendance,40691
40609,NYN201905250,wp,santh001
40610,NYN201905250,lp,farmb001
40611,NYN201905250,save,
40612,NYN201905260,visteam,DET
40613,NYN201905260,hometeam,NYN
40614,NYN201905260,site,NYC20
40615,NYN201905260,date,2019/05/26
40616,NYN201905260,number,0
40617,NYN201905260,starttime,1:10PM
40618,NYN201905260,daynight,day
40619,NYN201905260,usedh,false
40620,NYN201905260,umphome,mealj901
40621,NYN201905260,ump1b,kulpr901
40622,NYN201905260,ump2b,morag901
40623,NYN201905260,ump3b,fostm901
40624,NYN201905260,howscored,park
40625,NYN201905260,pitches,pitches
40626,NYN201905260,oscorer,sprej701
40627,NYN201905260,temp,86
40628,NYN201905260,winddir,torf
40629,NYN201905260,windspeed,10
40630,NYN201905260,fieldcond,unknown
40631,NYN201905260,precip,unknown
40632,NYN201905260,sky,sunny
40633,NYN201905260,timeofgame,153
40634,NYN201905260,attendance,31414
40635,NYN201905260,wp,wheez001
40636,NYN201905260,lp,turns003
40637,NYN201905260,save,diaze006
40638,NYN201906040,visteam,SFN
40639,NYN201906040,hometeam,NYN
40640,NYN201906040,site,NYC20
40641,NYN201906040,date,2019/06/04
40642,NYN201906040,number,0
40643,NYN201906040,starttime,7:11PM
40644,NYN201906040,daynight,night
40645,NYN201906040,usedh,false
40646,NYN201906040,umphome,hallt901
40647,NYN201906040,ump1b,bakej902
40648,NYN201906040,ump2b,carav901
40649,NYN201906040,ump3b,wendh902
40650,NYN201906040,howscored,park
40651,NYN201906040,pitches,pitches
40652,NYN201906040,oscorer,altmb701
40653,NYN201906040,temp,70
40654,NYN201906040,winddir,tolf
40655,NYN201906040,windspeed,12
40656,NYN201906040,fieldcond,unknown
40657,NYN201906040,precip,unknown
40658,NYN201906040,sky,cloudy
40659,NYN201906040,timeofgame,215
40660,NYN201906040,attendance,24878
40661,NYN201906040,wp,melam001
40662,NYN201906040,lp,gselr001
40663,NYN201906040,save,
40664,NYN201906050,visteam,SFN
40665,NYN201906050,hometeam,NYN
40666,NYN201906050,site,NYC20
40667,NYN201906050,date,2019/06/05
40668,NYN201906050,number,0
40669,NYN201906050,starttime,7:10PM
40670,NYN201906050,daynight,night
40671,NYN201906050,usedh,false
40672,NYN201906050,umphome,bakej902
40673,NYN201906050,ump1b,wendh902
40674,NYN201906050,ump2b,herna901
40675,NYN201906050,ump3b,carav901
40676,NYN201906050,howscored,park
40677,NYN201906050,pitches,pitches
40678,NYN201906050,oscorer,karph701
40679,NYN201906050,temp,76
40680,NYN201906050,winddir,tolf
40681,NYN201906050,windspeed,7
40682,NYN201906050,fieldcond,unknown
40683,NYN201906050,precip,unknown
40684,NYN201906050,sky,cloudy
40685,NYN201906050,timeofgame,161
40686,NYN201906050,attendance,23357
40687,NYN201906050,wp,vargj001
40688,NYN201906050,lp,beedt001
40689,NYN201906050,save,
40690,NYN201906060,visteam,SFN
40691,NYN201906060,hometeam,NYN
40692,NYN201906060,site,NYC20
40693,NYN201906060,date,2019/06/06
40694,NYN201906060,number,0
40695,NYN201906060,starttime,12:10PM
40696,NYN201906060,daynight,day
40697,NYN201906060,usedh,false
40698,NYN201906060,umphome,wendh902
40699,NYN201906060,ump1b,herna901
40700,NYN201906060,ump2b,carav901
40701,NYN201906060,ump3b,bakej902
40702,NYN201906060,howscored,park
40703,NYN201906060,pitches,pitches
40704,NYN201906060,oscorer,karph701
40705,NYN201906060,temp,82
40706,NYN201906060,winddir,ltor
40707,NYN201906060,windspeed,10
40708,NYN201906060,fieldcond,unknown
40709,NYN201906060,precip,unknown
40710,NYN201906060,sky,cloudy
40711,NYN201906060,timeofgame,163
40712,NYN201906060,attendance,28857
40713,NYN201906060,wp,lugos001
40714,NYN201906060,lp,melam001
40715,NYN201906060,save,
40716,NYN201906070,visteam,COL
40717,NYN201906070,hometeam,NYN
40718,NYN201906070,site,NYC20
40719,NYN201906070,date,2019/06/07
40720,NYN201906070,number,0
40721,NYN201906070,starttime,7:10PM
40722,NYN201906070,daynight,night
40723,NYN201906070,usedh,false
40724,NYN201906070,umphome,segac901
40725,NYN201906070,ump1b,wintm901
40726,NYN201906070,ump2b,timmt901
40727,NYN201906070,ump3b,drakr901
40728,NYN201906070,howscored,park
40729,NYN201906070,pitches,pitches
40730,NYN201906070,oscorer,karph701
40731,NYN201906070,temp,73
40732,NYN201906070,winddir,rtol
40733,NYN201906070,windspeed,7
40734,NYN201906070,fieldcond,unknown
40735,NYN201906070,precip,unknown
40736,NYN201906070,sky,cloudy
40737,NYN201906070,timeofgame,183
40738,NYN201906070,attendance,27520
40739,NYN201906070,wp,senza001
40740,NYN201906070,lp,degrj001
40741,NYN201906070,save,
40742,NYN201906080,visteam,COL
40743,NYN201906080,hometeam,NYN
40744,NYN201906080,site,NYC20
40745,NYN201906080,date,2019/06/08
40746,NYN201906080,number,0
40747,NYN201906080,starttime,7:16PM
40748,NYN201906080,daynight,night
40749,NYN201906080,usedh,false
40750,NYN201906080,umphome,wintm901
40751,NYN201906080,ump1b,timmt901
40752,NYN201906080,ump2b,drakr901
40753,NYN201906080,ump3b,segac901
40754,NYN201906080,howscored,park
40755,NYN201906080,pitches,pitches
40756,NYN201906080,oscorer,karph701
40757,NYN201906080,temp,76
40758,NYN201906080,winddir,rtol
40759,NYN201906080,windspeed,11
40760,NYN201906080,fieldcond,unknown
40761,NYN201906080,precip,unknown
40762,NYN201906080,sky,cloudy
40763,NYN201906080,timeofgame,179
40764,NYN201906080,attendance,29077
40765,NYN201906080,wp,matzs001
40766,NYN201906080,lp,grayj003
40767,NYN201906080,save,diaze006
40768,NYN201906090,visteam,COL
40769,NYN201906090,hometeam,NYN
40770,NYN201906090,site,NYC20
40771,NYN201906090,date,2019/06/09
40772,NYN201906090,number,0
40773,NYN201906090,starttime,1:11PM
40774,NYN201906090,daynight,day
40775,NYN201906090,usedh,false
40776,NYN201906090,umphome,timmt901
40777,NYN201906090,ump1b,drakr901
40778,NYN201906090,ump2b,segac901
40779,NYN201906090,ump3b,wintm901
40780,NYN201906090,howscored,park
40781,NYN201906090,pitches,pitches
40782,NYN201906090,oscorer,karph701
40783,NYN201906090,temp,76
40784,NYN201906090,winddir,fromrf
40785,NYN201906090,windspeed,13
40786,NYN201906090,fieldcond,unknown
40787,NYN201906090,precip,unknown
40788,NYN201906090,sky,sunny
40789,NYN201906090,timeofgame,152
40790,NYN201906090,attendance,29531
40791,NYN201906090,wp,syndn001
40792,NYN201906090,lp,hoffj003
40793,NYN201906090,save,
40794,NYN201906130,visteam,SLN
40795,NYN201906130,hometeam,NYN
40796,NYN201906130,site,NYC20
40797,NYN201906130,date,2019/06/13
40798,NYN201906130,number,0
40799,NYN201906130,starttime,7:11PM
40800,NYN201906130,daynight,night
40801,NYN201906130,usedh,false
40802,NYN201906130,umphome,rippm901
40803,NYN201906130,ump1b,kellj901
40804,NYN201906130,ump2b,onorb901
40805,NYN201906130,ump3b,whitc901
40806,NYN201906130,howscored,park
40807,NYN201906130,pitches,pitches
40808,NYN201906130,oscorer,sprej701
40809,NYN201906130,temp,65
40810,NYN201906130,winddir,fromrf
40811,NYN201906130,windspeed,11
40812,NYN201906130,fieldcond,unknown
40813,NYN201906130,precip,unknown
40814,NYN201906130,sky,cloudy
40815,NYN201906130,timeofgame,182
40816,NYN201906130,attendance,31862
40817,NYN201906130,wp,martc006
40818,NYN201906130,lp,diaze006
40819,NYN201906130,save,hickj002
40820,NYN201906140,visteam,SLN
40821,NYN201906140,hometeam,NYN
40822,NYN201906140,site,NYC20
40823,NYN201906140,date,2019/06/14
40824,NYN201906140,number,0
40825,NYN201906140,starttime,7:10PM
40826,NYN201906140,daynight,night
40827,NYN201906140,usedh,false
40828,NYN201906140,umphome,kellj901
40829,NYN201906140,ump1b,onorb901
40830,NYN201906140,ump2b,whitc901
40831,NYN201906140,ump3b,rippm901
40832,NYN201906140,howscored,park
40833,NYN201906140,pitches,pitches
40834,NYN201906140,oscorer,sprej701
40835,NYN201906140,temp,75
40836,NYN201906140,winddir,torf
40837,NYN201906140,windspeed,16
40838,NYN201906140,fieldcond,unknown
40839,NYN201906140,precip,unknown
40840,NYN201906140,sky,cloudy
40841,NYN201906140,timeofgame,185
40842,NYN201906140,attendance,28560
40843,NYN201906140,wp,gantj002
40844,NYN201906140,lp,famij001
40845,NYN201906140,save,
40846,NYN201906150,visteam,SLN
40847,NYN201906150,hometeam,NYN
40848,NYN201906150,site,NYC20
40849,NYN201906150,date,2019/06/15
40850,NYN201906150,number,0
40851,NYN201906150,starttime,7:11PM
40852,NYN201906150,daynight,night
40853,NYN201906150,usedh,false
40854,NYN201906150,umphome,onorb901
40855,NYN201906150,ump1b,whitc901
40856,NYN201906150,ump2b,rippm901
40857,NYN201906150,ump3b,kellj901
40858,NYN201906150,howscored,park
40859,NYN201906150,pitches,pitches
40860,NYN201906150,oscorer,sprej701
40861,NYN201906150,temp,78
40862,NYN201906150,winddir,tocf
40863,NYN201906150,windspeed,15
40864,NYN201906150,fieldcond,unknown
40865,NYN201906150,precip,unknown
40866,NYN201906150,sky,cloudy
40867,NYN201906150,timeofgame,213
40868,NYN201906150,attendance,32589
40869,NYN201906150,wp,syndn001
40870,NYN201906150,lp,wachm001
40871,NYN201906150,save,diaze006
40872,NYN201906160,visteam,SLN
40873,NYN201906160,hometeam,NYN
40874,NYN201906160,site,NYC20
40875,NYN201906160,date,2019/06/16
40876,NYN201906160,number,0
40877,NYN201906160,starttime,1:10PM
40878,NYN201906160,daynight,day
40879,NYN201906160,usedh,false
40880,NYN201906160,umphome,dejer901
40881,NYN201906160,ump1b,rippm901
40882,NYN201906160,ump2b,kellj901
40883,NYN201906160,ump3b,whitc901
40884,NYN201906160,howscored,park
40885,NYN201906160,pitches,pitches
40886,NYN201906160,oscorer,sprej701
40887,NYN201906160,temp,79
40888,NYN201906160,winddir,tolf
40889,NYN201906160,windspeed,11
40890,NYN201906160,fieldcond,unknown
40891,NYN201906160,precip,unknown
40892,NYN201906160,sky,cloudy
40893,NYN201906160,timeofgame,189
40894,NYN201906160,attendance,37054
40895,NYN201906160,wp,milla002
40896,NYN201906160,lp,flexc001
40897,NYN201906160,save,martc006
40898,NYN201906280,visteam,ATL
40899,NYN201906280,hometeam,NYN
40900,NYN201906280,site,NYC20
40901,NYN201906280,date,2019/06/28
40902,NYN201906280,number,0
40903,NYN201906280,starttime,7:13PM
40904,NYN201906280,daynight,night
40905,NYN201906280,usedh,false
40906,NYN201906280,umphome,everm901
40907,NYN201906280,ump1b,welkb901
40908,NYN201906280,ump2b,barrl901
40909,NYN201906280,ump3b,ortir901
40910,NYN201906280,howscored,park
40911,NYN201906280,pitches,pitches
40912,NYN201906280,oscorer,sprej701
40913,NYN201906280,temp,84
40914,NYN201906280,winddir,tolf
40915,NYN201906280,windspeed,12
40916,NYN201906280,fieldcond,unknown
40917,NYN201906280,precip,unknown
40918,NYN201906280,sky,cloudy
40919,NYN201906280,timeofgame,175
40920,NYN201906280,attendance,36421
40921,NYN201906280,wp,sorom001
40922,NYN201906280,lp,degrj001
40923,NYN201906280,save,
40924,NYN201906290,visteam,ATL
40925,NYN201906290,hometeam,NYN
40926,NYN201906290,site,NYC20
40927,NYN201906290,date,2019/06/29
40928,NYN201906290,number,0
40929,NYN201906290,starttime,4:32PM
40930,NYN201906290,daynight,day
40931,NYN201906290,usedh,false
40932,NYN201906290,umphome,welkb901
40933,NYN201906290,ump1b,barrl901
40934,NYN201906290,ump2b,ortir901
40935,NYN201906290,ump3b,everm901
40936,NYN201906290,howscored,park
40937,NYN201906290,pitches,pitches
40938,NYN201906290,oscorer,sprej701
40939,NYN201906290,temp,92
40940,NYN201906290,winddir,torf
40941,NYN201906290,windspeed,10
40942,NYN201906290,fieldcond,unknown
40943,NYN201906290,precip,unknown
40944,NYN201906290,sky,cloudy
40945,NYN201906290,timeofgame,219
40946,NYN201906290,attendance,40809
40947,NYN201906290,wp,newcs001
40948,NYN201906290,lp,lugos001
40949,NYN201906290,save,jackl001
40950,NYN201906300,visteam,ATL
40951,NYN201906300,hometeam,NYN
40952,NYN201906300,site,NYC20
40953,NYN201906300,date,2019/06/30
40954,NYN201906300,number,0
40955,NYN201906300,starttime,7:08PM
40956,NYN201906300,daynight,night
40957,NYN201906300,usedh,false
40958,NYN201906300,umphome,barrl901
40959,NYN201906300,ump1b,everm901
40960,NYN201906300,ump2b,hudsm901
40961,NYN201906300,ump3b,ortir901
40962,NYN201906300,howscored,park
40963,NYN201906300,pitches,pitches
40964,NYN201906300,oscorer,sprej701
40965,NYN201906300,temp,79
40966,NYN201906300,winddir,fromlf
40967,NYN201906300,windspeed,18
40968,NYN201906300,fieldcond,unknown
40969,NYN201906300,precip,unknown
40970,NYN201906300,sky,cloudy
40971,NYN201906300,timeofgame,207
40972,NYN201906300,attendance,31743
40973,NYN201906300,wp,fontw001
40974,NYN201906300,lp,newcs001
40975,NYN201906300,save,diaze006
40976,NYN201907020,visteam,NYA
40977,NYN201907020,hometeam,NYN
40978,NYN201907020,site,NYC20
40979,NYN201907020,date,2019/07/02
40980,NYN201907020,number,0
40981,NYN201907020,starttime,7:11PM
40982,NYN201907020,daynight,night
40983,NYN201907020,usedh,false
40984,NYN201907020,umphome,cedeg901
40985,NYN201907020,ump1b,hudsm901
40986,NYN201907020,ump2b,wolcq901
40987,NYN201907020,ump3b,dejer901
40988,NYN201907020,howscored,park
40989,NYN201907020,pitches,pitches
40990,NYN201907020,oscorer,karph701
40991,NYN201907020,temp,84
40992,NYN201907020,winddir,fromlf
40993,NYN201907020,windspeed,6
40994,NYN201907020,fieldcond,unknown
40995,NYN201907020,precip,unknown
40996,NYN201907020,sky,cloudy
40997,NYN201907020,timeofgame,191
40998,NYN201907020,attendance,42150
40999,NYN201907020,wp,lugos001
41000,NYN201907020,lp,ottaa001
41001,NYN201907020,save,diaze006
41002,NYN201907030,visteam,NYA
41003,NYN201907030,hometeam,NYN
41004,NYN201907030,site,NYC20
41005,NYN201907030,date,2019/07/03
41006,NYN201907030,number,0
41007,NYN201907030,starttime,7:12PM
41008,NYN201907030,daynight,night
41009,NYN201907030,usedh,false
41010,NYN201907030,umphome,hudsm901
41011,NYN201907030,ump1b,wolcq901
