,id,type,data
6970,HOU201905250,site,HOU03
6971,HOU201905250,date,2019/05/25
6972,HOU201905250,number,0
6973,HOU201905250,starttime,6:15PM
6974,HOU201905250,daynight,night
6975,HOU201905250,usedh,true
6976,HOU201905250,umphome,barrs901
6977,HOU201905250,ump1b,gibsh902
6978,HOU201905250,ump2b,viscj901
6979,HOU201905250,ump3b,marqa901
6980,HOU201905250,howscored,park
6981,HOU201905250,pitches,pitches
6982,HOU201905250,oscorer,blour701
6983,HOU201905250,temp,73
6984,HOU201905250,winddir,unknown
6985,HOU201905250,windspeed,0
6986,HOU201905250,fieldcond,unknown
6987,HOU201905250,precip,unknown
6988,HOU201905250,sky,dome
6989,HOU201905250,timeofgame,208
6990,HOU201905250,attendance,40722
6991,HOU201905250,wp,osunr001
6992,HOU201905250,lp,barnm001
6993,HOU201905250,save,
6994,HOU201905260,visteam,BOS
6995,HOU201905260,hometeam,HOU
6996,HOU201905260,site,HOU03
6997,HOU201905260,date,2019/05/26
6998,HOU201905260,number,0
6999,HOU201905260,starttime,1:10PM
7000,HOU201905260,daynight,day
7001,HOU201905260,usedh,true
7002,HOU201905260,umphome,gibsh902
7003,HOU201905260,ump1b,viscj901
7004,HOU201905260,ump2b,marqa901
7005,HOU201905260,ump3b,barrs901
7006,HOU201905260,howscored,park
7007,HOU201905260,pitches,pitches
7008,HOU201905260,oscorer,porzg701
7009,HOU201905260,temp,73
7010,HOU201905260,winddir,unknown
7011,HOU201905260,windspeed,0
7012,HOU201905260,fieldcond,unknown
7013,HOU201905260,precip,unknown
7014,HOU201905260,sky,dome
7015,HOU201905260,timeofgame,186
7016,HOU201905260,attendance,41502
7017,HOU201905260,wp,rodre004
7018,HOU201905260,lp,verlj001
7019,HOU201905260,save,waldm002
7020,HOU201905270,visteam,CHN
7021,HOU201905270,hometeam,HOU
7022,HOU201905270,site,HOU03
7023,HOU201905270,date,2019/05/27
7024,HOU201905270,number,0
7025,HOU201905270,starttime,1:11PM
7026,HOU201905270,daynight,day
7027,HOU201905270,usedh,true
7028,HOU201905270,umphome,nauep901
7029,HOU201905270,ump1b,reybd901
7030,HOU201905270,ump2b,buckc901
7031,HOU201905270,ump3b,culbf901
7032,HOU201905270,howscored,park
7033,HOU201905270,pitches,pitches
7034,HOU201905270,oscorer,blour701
7035,HOU201905270,temp,73
7036,HOU201905270,winddir,unknown
7037,HOU201905270,windspeed,0
7038,HOU201905270,fieldcond,unknown
7039,HOU201905270,precip,unknown
7040,HOU201905270,sky,dome
7041,HOU201905270,timeofgame,192
7042,HOU201905270,attendance,42135
7043,HOU201905270,wp,coleg001
7044,HOU201905270,lp,hamec001
7045,HOU201905270,save,osunr001
7046,HOU201905280,visteam,CHN
7047,HOU201905280,hometeam,HOU
7048,HOU201905280,site,HOU03
7049,HOU201905280,date,2019/05/28
7050,HOU201905280,number,0
7051,HOU201905280,starttime,7:10PM
7052,HOU201905280,daynight,night
7053,HOU201905280,usedh,true
7054,HOU201905280,umphome,reybd901
7055,HOU201905280,ump1b,buckc901
7056,HOU201905280,ump2b,culbf901
7057,HOU201905280,ump3b,nauep901
7058,HOU201905280,howscored,park
7059,HOU201905280,pitches,pitches
7060,HOU201905280,oscorer,porzg701
7061,HOU201905280,temp,73
7062,HOU201905280,winddir,unknown
7063,HOU201905280,windspeed,0
7064,HOU201905280,fieldcond,unknown
7065,HOU201905280,precip,unknown
7066,HOU201905280,sky,dome
7067,HOU201905280,timeofgame,188
7068,HOU201905280,attendance,31030
7069,HOU201905280,wp,jamej002
7070,HOU201905280,lp,lestj001
7071,HOU201905280,save,osunr001
7072,HOU201905290,visteam,CHN
7073,HOU201905290,hometeam,HOU
7074,HOU201905290,site,HOU03
7075,HOU201905290,date,2019/05/29
7076,HOU201905290,number,0
7077,HOU201905290,starttime,7:10PM
7078,HOU201905290,daynight,night
7079,HOU201905290,usedh,true
7080,HOU201905290,umphome,buckc901
7081,HOU201905290,ump1b,culbf901
7082,HOU201905290,ump2b,nauep901
7083,HOU201905290,ump3b,reybd901
7084,HOU201905290,howscored,park
7085,HOU201905290,pitches,pitches
7086,HOU201905290,oscorer,porzg701
7087,HOU201905290,temp,73
7088,HOU201905290,winddir,unknown
7089,HOU201905290,windspeed,0
7090,HOU201905290,fieldcond,unknown
7091,HOU201905290,precip,unknown
7092,HOU201905290,sky,dome
7093,HOU201905290,timeofgame,157
7094,HOU201905290,attendance,33243
7095,HOU201905290,wp,hendk001
7096,HOU201905290,lp,milew001
7097,HOU201905290,save,cishs001
7098,HOU201906070,visteam,BAL
7099,HOU201906070,hometeam,HOU
7100,HOU201906070,site,HOU03
7101,HOU201906070,date,2019/06/07
7102,HOU201906070,number,0
7103,HOU201906070,starttime,7:10PM
7104,HOU201906070,daynight,night
7105,HOU201906070,usedh,true
7106,HOU201906070,umphome,tumpj901
7107,HOU201906070,ump1b,dejer901
7108,HOU201906070,ump2b,barkl901
7109,HOU201906070,ump3b,barrt901
7110,HOU201906070,howscored,park
7111,HOU201906070,pitches,pitches
7112,HOU201906070,oscorer,wilkt701
7113,HOU201906070,temp,73
7114,HOU201906070,winddir,unknown
7115,HOU201906070,windspeed,0
7116,HOU201906070,fieldcond,unknown
7117,HOU201906070,precip,unknown
7118,HOU201906070,sky,dome
7119,HOU201906070,timeofgame,193
7120,HOU201906070,attendance,35414
7121,HOU201906070,wp,perec004
7122,HOU201906070,lp,klinb001
7123,HOU201906070,save,
7124,HOU201906080,visteam,BAL
7125,HOU201906080,hometeam,HOU
7126,HOU201906080,site,HOU03
7127,HOU201906080,date,2019/06/08
7128,HOU201906080,number,0
7129,HOU201906080,starttime,3:11PM
7130,HOU201906080,daynight,day
7131,HOU201906080,usedh,true
7132,HOU201906080,umphome,dejer901
7133,HOU201906080,ump1b,barkl901
7134,HOU201906080,ump2b,barrt901
7135,HOU201906080,ump3b,tumpj901
7136,HOU201906080,howscored,park
7137,HOU201906080,pitches,pitches
7138,HOU201906080,oscorer,blour701
7139,HOU201906080,temp,73
7140,HOU201906080,winddir,unknown
7141,HOU201906080,windspeed,0
7142,HOU201906080,fieldcond,unknown
7143,HOU201906080,precip,unknown
7144,HOU201906080,sky,dome
7145,HOU201906080,timeofgame,147
7146,HOU201906080,attendance,38425
7147,HOU201906080,wp,fry-p001
7148,HOU201906080,lp,harrw002
7149,HOU201906080,save,castm002
7150,HOU201906090,visteam,BAL
7151,HOU201906090,hometeam,HOU
7152,HOU201906090,site,HOU03
7153,HOU201906090,date,2019/06/09
7154,HOU201906090,number,0
7155,HOU201906090,starttime,1:10PM
7156,HOU201906090,daynight,day
7157,HOU201906090,usedh,true
7158,HOU201906090,umphome,barkl901
7159,HOU201906090,ump1b,barrt901
7160,HOU201906090,ump2b,tumpj901
7161,HOU201906090,ump3b,dejer901
7162,HOU201906090,howscored,park
7163,HOU201906090,pitches,pitches
7164,HOU201906090,oscorer,porzg701
7165,HOU201906090,temp,73
7166,HOU201906090,winddir,unknown
7167,HOU201906090,windspeed,0
7168,HOU201906090,fieldcond,unknown
7169,HOU201906090,precip,unknown
7170,HOU201906090,sky,dome
7171,HOU201906090,timeofgame,166
7172,HOU201906090,attendance,35621
7173,HOU201906090,wp,milew001
7174,HOU201906090,lp,bundd001
7175,HOU201906090,save,osunr001
7176,HOU201906110,visteam,MIL
7177,HOU201906110,hometeam,HOU
7178,HOU201906110,site,HOU03
7179,HOU201906110,date,2019/06/11
7180,HOU201906110,number,0
7181,HOU201906110,starttime,7:10PM
7182,HOU201906110,daynight,night
7183,HOU201906110,usedh,true
7184,HOU201906110,umphome,eddid901
7185,HOU201906110,ump1b,addir901
7186,HOU201906110,ump2b,hoyej901
7187,HOU201906110,ump3b,conrc901
7188,HOU201906110,howscored,park
7189,HOU201906110,pitches,pitches
7190,HOU201906110,oscorer,blour701
7191,HOU201906110,temp,72
7192,HOU201906110,winddir,unknown
7193,HOU201906110,windspeed,0
7194,HOU201906110,fieldcond,unknown
7195,HOU201906110,precip,unknown
7196,HOU201906110,sky,dome
7197,HOU201906110,timeofgame,178
7198,HOU201906110,attendance,35928
7199,HOU201906110,wp,peacb001
7200,HOU201906110,lp,peraf001
7201,HOU201906110,save,
7202,HOU201906120,visteam,MIL
7203,HOU201906120,hometeam,HOU
7204,HOU201906120,site,HOU03
7205,HOU201906120,date,2019/06/12
7206,HOU201906120,number,0
7207,HOU201906120,starttime,7:10PM
7208,HOU201906120,daynight,night
7209,HOU201906120,usedh,true
7210,HOU201906120,umphome,addir901
7211,HOU201906120,ump1b,hoyej901
7212,HOU201906120,ump2b,conrc901
7213,HOU201906120,ump3b,eddid901
7214,HOU201906120,howscored,park
7215,HOU201906120,pitches,pitches
7216,HOU201906120,oscorer,porzg701
7217,HOU201906120,temp,73
7218,HOU201906120,winddir,unknown
7219,HOU201906120,windspeed,0
7220,HOU201906120,fieldcond,unknown
7221,HOU201906120,precip,unknown
7222,HOU201906120,sky,dome
7223,HOU201906120,timeofgame,256
7224,HOU201906120,attendance,40032
7225,HOU201906120,wp,housa001
7226,HOU201906120,lp,perec004
7227,HOU201906120,save,
7228,HOU201906140,visteam,TOR
7229,HOU201906140,hometeam,HOU
7230,HOU201906140,site,HOU03
7231,HOU201906140,date,2019/06/14
7232,HOU201906140,number,0
7233,HOU201906140,starttime,7:10PM
7234,HOU201906140,daynight,night
7235,HOU201906140,usedh,true
7236,HOU201906140,umphome,westj901
7237,HOU201906140,ump1b,coope901
7238,HOU201906140,ump2b,woodt901
7239,HOU201906140,ump3b,porta901
7240,HOU201906140,howscored,park
7241,HOU201906140,pitches,pitches
7242,HOU201906140,oscorer,porzg701
7243,HOU201906140,temp,72
7244,HOU201906140,winddir,unknown
7245,HOU201906140,windspeed,0
7246,HOU201906140,fieldcond,unknown
7247,HOU201906140,precip,unknown
7248,HOU201906140,sky,dome
7249,HOU201906140,timeofgame,173
7250,HOU201906140,attendance,34719
7251,HOU201906140,wp,coleg001
7252,HOU201906140,lp,sanca006
7253,HOU201906140,save,armer001
7254,HOU201906150,visteam,TOR
7255,HOU201906150,hometeam,HOU
7256,HOU201906150,site,HOU03
7257,HOU201906150,date,2019/06/15
7258,HOU201906150,number,0
7259,HOU201906150,starttime,3:10PM
7260,HOU201906150,daynight,day
7261,HOU201906150,usedh,true
7262,HOU201906150,umphome,coope901
7263,HOU201906150,ump1b,woodt901
7264,HOU201906150,ump2b,porta901
7265,HOU201906150,ump3b,westj901
7266,HOU201906150,howscored,park
7267,HOU201906150,pitches,pitches
7268,HOU201906150,oscorer,blour701
7269,HOU201906150,temp,73
7270,HOU201906150,winddir,unknown
7271,HOU201906150,windspeed,0
7272,HOU201906150,fieldcond,unknown
7273,HOU201906150,precip,unknown
7274,HOU201906150,sky,dome
7275,HOU201906150,timeofgame,146
7276,HOU201906150,attendance,38012
7277,HOU201906150,wp,valdf001
7278,HOU201906150,lp,richc002
7279,HOU201906150,save,
7280,HOU201906160,visteam,TOR
7281,HOU201906160,hometeam,HOU
7282,HOU201906160,site,HOU03
7283,HOU201906160,date,2019/06/16
7284,HOU201906160,number,0
7285,HOU201906160,starttime,1:10PM
7286,HOU201906160,daynight,day
7287,HOU201906160,usedh,true
7288,HOU201906160,umphome,woodt901
7289,HOU201906160,ump1b,porta901
7290,HOU201906160,ump2b,westj901
7291,HOU201906160,ump3b,coope901
7292,HOU201906160,howscored,park
7293,HOU201906160,pitches,pitches
7294,HOU201906160,oscorer,porzg701
7295,HOU201906160,temp,73
7296,HOU201906160,winddir,unknown
7297,HOU201906160,windspeed,0
7298,HOU201906160,fieldcond,unknown
7299,HOU201906160,precip,unknown
7300,HOU201906160,sky,dome
7301,HOU201906160,timeofgame,182
7302,HOU201906160,attendance,42174
7303,HOU201906160,wp,thort002
7304,HOU201906160,lp,peacb001
7305,HOU201906160,save,
7306,HOU201906250,visteam,PIT
7307,HOU201906250,hometeam,HOU
7308,HOU201906250,site,HOU03
7309,HOU201906250,date,2019/06/25
7310,HOU201906250,number,0
7311,HOU201906250,starttime,7:10PM
7312,HOU201906250,daynight,night
7313,HOU201906250,usedh,true
7314,HOU201906250,umphome,rippm901
7315,HOU201906250,ump1b,millb903
7316,HOU201906250,ump2b,kellj901
7317,HOU201906250,ump3b,onorb901
7318,HOU201906250,howscored,park
7319,HOU201906250,pitches,pitches
7320,HOU201906250,oscorer,wilkt701
7321,HOU201906250,temp,73
7322,HOU201906250,winddir,unknown
7323,HOU201906250,windspeed,0
7324,HOU201906250,fieldcond,unknown
7325,HOU201906250,precip,unknown
7326,HOU201906250,sky,dome
7327,HOU201906250,timeofgame,177
7328,HOU201906250,attendance,37193
7329,HOU201906250,wp,coleg001
7330,HOU201906250,lp,willt002
7331,HOU201906250,save,
7332,HOU201906260,visteam,PIT
7333,HOU201906260,hometeam,HOU
7334,HOU201906260,site,HOU03
7335,HOU201906260,date,2019/06/26
7336,HOU201906260,number,0
7337,HOU201906260,starttime,7:10PM
7338,HOU201906260,daynight,night
7339,HOU201906260,usedh,true
7340,HOU201906260,umphome,millb903
7341,HOU201906260,ump1b,kellj901
7342,HOU201906260,ump2b,onorb901
7343,HOU201906260,ump3b,rippm901
7344,HOU201906260,howscored,park
7345,HOU201906260,pitches,pitches
7346,HOU201906260,oscorer,wilkt701
7347,HOU201906260,temp,73
7348,HOU201906260,winddir,unknown
7349,HOU201906260,windspeed,0
7350,HOU201906260,fieldcond,unknown
7351,HOU201906260,precip,unknown
7352,HOU201906260,sky,dome
7353,HOU201906260,timeofgame,197
7354,HOU201906260,attendance,39312
7355,HOU201906260,wp,agrad001
7356,HOU201906260,lp,valdf001
7357,HOU201906260,save,
7358,HOU201906270,visteam,PIT
7359,HOU201906270,hometeam,HOU
7360,HOU201906270,site,HOU03
7361,HOU201906270,date,2019/06/27
7362,HOU201906270,number,0
7363,HOU201906270,starttime,1:10PM
7364,HOU201906270,daynight,day
7365,HOU201906270,usedh,true
7366,HOU201906270,umphome,kellj901
7367,HOU201906270,ump1b,onorb901
7368,HOU201906270,ump2b,rippm901
7369,HOU201906270,ump3b,millb903
7370,HOU201906270,howscored,park
7371,HOU201906270,pitches,pitches
7372,HOU201906270,oscorer,porzg701
7373,HOU201906270,temp,73
7374,HOU201906270,winddir,unknown
7375,HOU201906270,windspeed,0
7376,HOU201906270,fieldcond,unknown
7377,HOU201906270,precip,unknown
7378,HOU201906270,sky,dome
7379,HOU201906270,timeofgame,171
7380,HOU201906270,attendance,38943
7381,HOU201906270,wp,musgj001
7382,HOU201906270,lp,peacb001
7383,HOU201906270,save,
7384,HOU201906280,visteam,SEA
7385,HOU201906280,hometeam,HOU
7386,HOU201906280,site,HOU03
7387,HOU201906280,date,2019/06/28
7388,HOU201906280,number,0
7389,HOU201906280,starttime,7:10PM
7390,HOU201906280,daynight,night
7391,HOU201906280,usedh,true
7392,HOU201906280,umphome,mealj901
7393,HOU201906280,ump1b,woodt901
7394,HOU201906280,ump2b,morag901
7395,HOU201906280,ump3b,kulpr901
7396,HOU201906280,howscored,park
7397,HOU201906280,pitches,pitches
7398,HOU201906280,oscorer,wilkt701
7399,HOU201906280,temp,73
7400,HOU201906280,winddir,unknown
7401,HOU201906280,windspeed,0
7402,HOU201906280,fieldcond,unknown
7403,HOU201906280,precip,unknown
7404,HOU201906280,sky,dome
7405,HOU201906280,timeofgame,207
7406,HOU201906280,attendance,32828
7407,HOU201906280,wp,harrw002
7408,HOU201906280,lp,festm001
7409,HOU201906280,save,
7410,HOU201906290,visteam,SEA
7411,HOU201906290,hometeam,HOU
7412,HOU201906290,site,HOU03
7413,HOU201906290,date,2019/06/29
7414,HOU201906290,number,0
7415,HOU201906290,starttime,7:16PM
7416,HOU201906290,daynight,night
7417,HOU201906290,usedh,true
7418,HOU201906290,umphome,woodt901
7419,HOU201906290,ump1b,morag901
7420,HOU201906290,ump2b,kulpr901
7421,HOU201906290,ump3b,mealj901
7422,HOU201906290,howscored,park
7423,HOU201906290,pitches,pitches
7424,HOU201906290,oscorer,blour701
7425,HOU201906290,temp,73
7426,HOU201906290,winddir,unknown
7427,HOU201906290,windspeed,0
7428,HOU201906290,fieldcond,unknown
7429,HOU201906290,precip,unknown
7430,HOU201906290,sky,dome
7431,HOU201906290,timeofgame,218
7432,HOU201906290,attendance,35082
7433,HOU201906290,wp,devec001
7434,HOU201906290,lp,eliar001
7435,HOU201906290,save,
7436,HOU201906300,visteam,SEA
7437,HOU201906300,hometeam,HOU
7438,HOU201906300,site,HOU03
7439,HOU201906300,date,2019/06/30
7440,HOU201906300,number,0
7441,HOU201906300,starttime,1:10PM
7442,HOU201906300,daynight,day
7443,HOU201906300,usedh,true
7444,HOU201906300,umphome,morag901
7445,HOU201906300,ump1b,kulpr901
7446,HOU201906300,ump2b,mealj901
7447,HOU201906300,ump3b,woodt901
7448,HOU201906300,howscored,park
7449,HOU201906300,pitches,pitches
7450,HOU201906300,oscorer,wilkt701
7451,HOU201906300,temp,73
7452,HOU201906300,winddir,unknown
7453,HOU201906300,windspeed,0
7454,HOU201906300,fieldcond,unknown
7455,HOU201906300,precip,unknown
7456,HOU201906300,sky,dome
7457,HOU201906300,timeofgame,172
7458,HOU201906300,attendance,32485
7459,HOU201906300,wp,coleg001
7460,HOU201906300,lp,gonzm005
7461,HOU201906300,save,
7462,HOU201907050,visteam,ANA
7463,HOU201907050,hometeam,HOU
7464,HOU201907050,site,HOU03
7465,HOU201907050,date,2019/07/05
7466,HOU201907050,number,0
7467,HOU201907050,starttime,7:11PM
7468,HOU201907050,daynight,night
7469,HOU201907050,usedh,true
7470,HOU201907050,umphome,libkj901
7471,HOU201907050,ump1b,fairc901
7472,HOU201907050,ump2b,estam901
7473,HOU201907050,ump3b,drecb901
7474,HOU201907050,howscored,park
7475,HOU201907050,pitches,pitches
7476,HOU201907050,oscorer,wilkt701
7477,HOU201907050,temp,73
7478,HOU201907050,winddir,unknown
7479,HOU201907050,windspeed,0
7480,HOU201907050,fieldcond,unknown
7481,HOU201907050,precip,unknown
7482,HOU201907050,sky,dome
7483,HOU201907050,timeofgame,174
7484,HOU201907050,attendance,41219
7485,HOU201907050,wp,penaf002
7486,HOU201907050,lp,verlj001
7487,HOU201907050,save,roblh001
7488,HOU201907060,visteam,ANA
7489,HOU201907060,hometeam,HOU
7490,HOU201907060,site,HOU03
7491,HOU201907060,date,2019/07/06
7492,HOU201907060,number,0
7493,HOU201907060,starttime,6:15PM
7494,HOU201907060,daynight,night
7495,HOU201907060,usedh,true
7496,HOU201907060,umphome,fairc901
7497,HOU201907060,ump1b,estam901
7498,HOU201907060,ump2b,drecb901
7499,HOU201907060,ump3b,libkj901
7500,HOU201907060,howscored,park
7501,HOU201907060,pitches,pitches
7502,HOU201907060,oscorer,blour701
7503,HOU201907060,temp,73
7504,HOU201907060,winddir,unknown
7505,HOU201907060,windspeed,0
7506,HOU201907060,fieldcond,unknown
7507,HOU201907060,precip,unknown
7508,HOU201907060,sky,dome
7509,HOU201907060,timeofgame,164
7510,HOU201907060,attendance,39470
7511,HOU201907060,wp,coleg001
7512,HOU201907060,lp,heana001
7513,HOU201907060,save,
7514,HOU201907070,visteam,ANA
7515,HOU201907070,hometeam,HOU
7516,HOU201907070,site,HOU03
7517,HOU201907070,date,2019/07/07
7518,HOU201907070,number,0
7519,HOU201907070,starttime,1:10PM
7520,HOU201907070,daynight,day
7521,HOU201907070,usedh,true
7522,HOU201907070,umphome,estam901
7523,HOU201907070,ump1b,drecb901
7524,HOU201907070,ump2b,libkj901
7525,HOU201907070,ump3b,fairc901
7526,HOU201907070,howscored,park
7527,HOU201907070,pitches,pitches
7528,HOU201907070,oscorer,porzg701
7529,HOU201907070,temp,73
7530,HOU201907070,winddir,unknown
7531,HOU201907070,windspeed,0
7532,HOU201907070,fieldcond,unknown
7533,HOU201907070,precip,unknown
7534,HOU201907070,sky,dome
7535,HOU201907070,timeofgame,289
7536,HOU201907070,attendance,37264
7537,HOU201907070,wp,presr001
7538,HOU201907070,lp,colet001
7539,HOU201907070,save,
7540,HOU201907190,visteam,TEX
7541,HOU201907190,hometeam,HOU
7542,HOU201907190,site,HOU03
7543,HOU201907190,date,2019/07/19
7544,HOU201907190,number,0
7545,HOU201907190,starttime,7:11PM
7546,HOU201907190,daynight,night
7547,HOU201907190,usedh,true
7548,HOU201907190,umphome,iassd901
7549,HOU201907190,ump1b,barrl901
7550,HOU201907190,ump2b,guccc901
7551,HOU201907190,ump3b,welkb901
7552,HOU201907190,howscored,park
7553,HOU201907190,pitches,pitches
7554,HOU201907190,oscorer,wilkt701
7555,HOU201907190,temp,73
7556,HOU201907190,winddir,unknown
7557,HOU201907190,windspeed,0
7558,HOU201907190,fieldcond,unknown
7559,HOU201907190,precip,unknown
7560,HOU201907190,sky,dome
7561,HOU201907190,timeofgame,179
7562,HOU201907190,attendance,42287
7563,HOU201907190,wp,verlj001
7564,HOU201907190,lp,minom001
7565,HOU201907190,save,osunr001
7566,HOU201907200,visteam,TEX
7567,HOU201907200,hometeam,HOU
7568,HOU201907200,site,HOU03
7569,HOU201907200,date,2019/07/20
7570,HOU201907200,number,0
7571,HOU201907200,starttime,6:10PM
7572,HOU201907200,daynight,night
7573,HOU201907200,usedh,true
7574,HOU201907200,umphome,barrl901
7575,HOU201907200,ump1b,guccc901
7576,HOU201907200,ump2b,welkb901
7577,HOU201907200,ump3b,iassd901
7578,HOU201907200,howscored,park
7579,HOU201907200,pitches,pitches
7580,HOU201907200,oscorer,blour701
7581,HOU201907200,temp,73
7582,HOU201907200,winddir,unknown
7583,HOU201907200,windspeed,0
7584,HOU201907200,fieldcond,unknown
7585,HOU201907200,precip,unknown
7586,HOU201907200,sky,dome
7587,HOU201907200,timeofgame,145
7588,HOU201907200,attendance,41643
7589,HOU201907200,wp,urquj001
7590,HOU201907200,lp,juraa001
7591,HOU201907200,save,
7592,HOU201907210,visteam,TEX
7593,HOU201907210,hometeam,HOU
7594,HOU201907210,site,HOU03
7595,HOU201907210,date,2019/07/21
7596,HOU201907210,number,0
7597,HOU201907210,starttime,1:10PM
7598,HOU201907210,daynight,day
7599,HOU201907210,usedh,true
7600,HOU201907210,umphome,guccc901
7601,HOU201907210,ump1b,welkb901
7602,HOU201907210,ump2b,iassd901
7603,HOU201907210,ump3b,barrl901
7604,HOU201907210,howscored,park
7605,HOU201907210,pitches,pitches
7606,HOU201907210,oscorer,porzg701
7607,HOU201907210,temp,73
7608,HOU201907210,winddir,unknown
7609,HOU201907210,windspeed,0
7610,HOU201907210,fieldcond,unknown
7611,HOU201907210,precip,unknown
7612,HOU201907210,sky,dome
7613,HOU201907210,timeofgame,188
7614,HOU201907210,attendance,37655
7615,HOU201907210,wp,armer001
7616,HOU201907210,lp,lynnl001
7617,HOU201907210,save,osunr001
7618,HOU201907220,visteam,OAK
7619,HOU201907220,hometeam,HOU
7620,HOU201907220,site,HOU03
7621,HOU201907220,date,2019/07/22
7622,HOU201907220,number,0
7623,HOU201907220,starttime,7:10PM
7624,HOU201907220,daynight,night
7625,HOU201907220,usedh,true
7626,HOU201907220,umphome,barkl901
7627,HOU201907220,ump1b,danlk901
7628,HOU201907220,ump2b,tumpj901
7629,HOU201907220,ump3b,may-b901
7630,HOU201907220,howscored,park
7631,HOU201907220,pitches,pitches
7632,HOU201907220,oscorer,porzg701
7633,HOU201907220,temp,73
7634,HOU201907220,winddir,unknown
7635,HOU201907220,windspeed,0
7636,HOU201907220,fieldcond,unknown
7637,HOU201907220,precip,unknown
7638,HOU201907220,sky,dome
7639,HOU201907220,timeofgame,176
7640,HOU201907220,attendance,41534
7641,HOU201907220,wp,coleg001
7642,HOU201907220,lp,bailh001
7643,HOU201907220,save,
7644,HOU201907230,visteam,OAK
7645,HOU201907230,hometeam,HOU
7646,HOU201907230,site,HOU03
7647,HOU201907230,date,2019/07/23
7648,HOU201907230,number,0
7649,HOU201907230,starttime,7:10PM
7650,HOU201907230,daynight,night
7651,HOU201907230,usedh,true
7652,HOU201907230,umphome,danlk901
7653,HOU201907230,ump1b,tumpj901
7654,HOU201907230,ump2b,may-b901
7655,HOU201907230,ump3b,barkl901
7656,HOU201907230,howscored,park
7657,HOU201907230,pitches,pitches
7658,HOU201907230,oscorer,wilkt701
7659,HOU201907230,temp,73
7660,HOU201907230,winddir,unknown
7661,HOU201907230,windspeed,0
7662,HOU201907230,fieldcond,unknown
7663,HOU201907230,precip,unknown
7664,HOU201907230,sky,dome
7665,HOU201907230,timeofgame,194
7666,HOU201907230,attendance,39204
7667,HOU201907230,wp,petiy001
7668,HOU201907230,lp,mchuc001
7669,HOU201907230,save,
7670,HOU201907240,visteam,OAK
7671,HOU201907240,hometeam,HOU
7672,HOU201907240,site,HOU03
7673,HOU201907240,date,2019/07/24
7674,HOU201907240,number,0
7675,HOU201907240,starttime,1:10PM
7676,HOU201907240,daynight,day
7677,HOU201907240,usedh,true
7678,HOU201907240,umphome,tumpj901
7679,HOU201907240,ump1b,may-b901
7680,HOU201907240,ump2b,barkl901
7681,HOU201907240,ump3b,danlk901
7682,HOU201907240,howscored,park
7683,HOU201907240,pitches,pitches
7684,HOU201907240,oscorer,blour701
7685,HOU201907240,temp,73
7686,HOU201907240,winddir,unknown
7687,HOU201907240,windspeed,0
7688,HOU201907240,fieldcond,unknown
7689,HOU201907240,precip,unknown
7690,HOU201907240,sky,dome
7691,HOU201907240,timeofgame,162
7692,HOU201907240,attendance,41838
7693,HOU201907240,wp,verlj001
7694,HOU201907240,lp,bassc001
7695,HOU201907240,save,osunr001
7696,HOU201908020,visteam,SEA
7697,HOU201908020,hometeam,HOU
7698,HOU201908020,site,HOU03
7699,HOU201908020,date,2019/08/02
7700,HOU201908020,number,0
7701,HOU201908020,starttime,7:10PM
7702,HOU201908020,daynight,night
7703,HOU201908020,usedh,true
7704,HOU201908020,umphome,nelsj901
7705,HOU201908020,ump1b,wolfj901
7706,HOU201908020,ump2b,mahrn901
7707,HOU201908020,ump3b,blasc901
7708,HOU201908020,howscored,park
7709,HOU201908020,pitches,pitches
7710,HOU201908020,oscorer,wilkt701
7711,HOU201908020,temp,73
7712,HOU201908020,winddir,unknown
7713,HOU201908020,windspeed,0
7714,HOU201908020,fieldcond,unknown
7715,HOU201908020,precip,unknown
7716,HOU201908020,sky,dome
7717,HOU201908020,timeofgame,177
7718,HOU201908020,attendance,41444
7719,HOU201908020,wp,milew001
7720,HOU201908020,lp,kikuy001
7721,HOU201908020,save,
7722,HOU201908030,visteam,SEA
7723,HOU201908030,hometeam,HOU
7724,HOU201908030,site,HOU03
7725,HOU201908030,date,2019/08/03
7726,HOU201908030,number,0
7727,HOU201908030,starttime,6:10PM
7728,HOU201908030,daynight,night
7729,HOU201908030,usedh,true
7730,HOU201908030,umphome,wolfj901
7731,HOU201908030,ump1b,mahrn901
7732,HOU201908030,ump2b,blasc901
7733,HOU201908030,ump3b,nelsj901
7734,HOU201908030,howscored,park
7735,HOU201908030,pitches,pitches
7736,HOU201908030,oscorer,wilkt701
7737,HOU201908030,temp,73
7738,HOU201908030,winddir,unknown
7739,HOU201908030,windspeed,0
7740,HOU201908030,fieldcond,unknown
7741,HOU201908030,precip,unknown
7742,HOU201908030,sky,dome
7743,HOU201908030,timeofgame,182
7744,HOU201908030,attendance,37059
7745,HOU201908030,wp,sanca006
7746,HOU201908030,lp,gonzm005
7747,HOU201908030,save,
7748,HOU201908040,visteam,SEA
7749,HOU201908040,hometeam,HOU
7750,HOU201908040,site,HOU03
7751,HOU201908040,date,2019/08/04
7752,HOU201908040,number,0
7753,HOU201908040,starttime,1:11PM
7754,HOU201908040,daynight,day
7755,HOU201908040,usedh,true
7756,HOU201908040,umphome,mahrn901
7757,HOU201908040,ump1b,blasc901
7758,HOU201908040,ump2b,nelsj901
7759,HOU201908040,ump3b,wolfj901
